recipe_id,recipe_title,style,style_group,year,stage_number,stage,start_temp_F,end_temp_F,duration_days,ramp_per_day_F
825,Roughtail Brewing Co. Hoptometrist Double IPA,IMPERIAL / DOUBLE IPA,IPA,,1,Primary,65.0,70.0,4.0,
826,Adroit Theory Triptych Tart Rambutan Saison,BELGIAN ALE,BELGIAN,,1,Primary,64.0,,,
827,Boxing Bear Brewing Co. The Red Glove Double Red Ale,AMBER ALE,AMBER_ALE,2016.0,1,Primary at 66\u00b0F,,,,
828,Big Dog’s Brewing Red Hydrant English Brown Ale,BROWN ALE,BROWN_ALE,,1,Primary,68.0,,,
830,Back East Brewery Porter,AMERICAN PORTER,PORTER,,1,Primary,66.0,66.0,,
831,Firehouse Brewing Co. Swarthy Beaver English Pale Ale,ENGLISH PALE ALE,IPA,,1,Primary,70.0,70.0,7.0,
832,Fossil Cove Brewing La Brea Brown,BELGIAN ALE,BELGIAN,,1,Primary,77.0,77.0,10.0,
833,Gnarly Barley Brewing Co. Korova Milk Porter,PORTER,PORTER,,1,Primary,64.0,,,
834,Jekyll Brewing Seven Bridges Oktoberfest,OKTOBERFEST,OTHER,,1,Primary,65.0,,7.0,
834,Jekyll Brewing Seven Bridges Oktoberfest,OKTOBERFEST,OTHER,,2,Drop Temperature,65.0,54.0,1.0,
834,Jekyll Brewing Seven Bridges Oktoberfest,OKTOBERFEST,OTHER,,3,Diacetyl Rest,54.0,68.0,2.0,
834,Jekyll Brewing Seven Bridges Oktoberfest,OKTOBERFEST,OTHER,,4,Lagering,68.0,55.0,14.0,
835,Free State Brewing Co. Garden Party Lager,PALE LAGER,LAGER,,1,Primary,55.0,,,
836,Indeed Brewing Co. Day Tripper Pale Ale,AMERICAN PALE ALE,IPA,,1,Primary,67.0,,,
837,Brooklyn Brewery Brooklyn Lager,AMBER LAGER,LAGER,,1,Primary,55.0,,10.0,
838,Historic Brewing Company’s Deer Lord Altbier,ALTBIER,OTHER,,1,Fermentation,65.0,,,
839,Coppertail Brewing Co. Unholy Trippel,BELGIAN ALE,BELGIAN,,1,primary,76.0,76.0,,
840,Flying Fish Brewing Co. Red Fish Hoppy Red Ale,AMBER ALE,AMBER_ALE,,1,Primary,,,,
841,Hutton & Smith Brewing Co. On-Sight Alt,ALTBIER,OTHER,2016.0,1,Primary,60.0,60.0,21.0,
841,Hutton & Smith Brewing Co. On-Sight Alt,ALTBIER,OTHER,2016.0,2,Lagering,34.0,34.0,21.0,
842,Maui Brewing Company POG IPA,AMERICAN IPA,IPA,,1,Primary,68.0,68.0,6.0,
843,Lazy Magnolia Brewery Southern Hops’pitality IPA,AMERICAN IPA,IPA,,1,Primary,65.0,65.0,,
844,Lynnwood Brewing Drop Bear APA,AMERICAN PALE ALE,IPA,,1,Primary,67.0,67.0,,
845,Lion Bridge Brewing Co. Compensation English Dark Mild,BROWN ALE,BROWN_ALE,,1,primary,68.0,68.0,,
846,Melvin Brewing Homebrewer’s Hop Bomb,IMPERIAL / DOUBLE IPA,IPA,,1,Primary,68.0,71.0,7.0,
846,Melvin Brewing Homebrewer’s Hop Bomb,IMPERIAL / DOUBLE IPA,IPA,,2,Secondary/Conditioning,,,,
847,Maine Beer Co. Peeper Ale,AMERICAN PALE ALE,IPA,2009.0,1,Primary,68.0,68.0,,
848,Maplewood Brewing Co. Charlatan American Pale Ale,AMERICAN PALE ALE,IPA,,1,Primary,,,,
849,Paducah Beer Werks Traditional English Pale Ale,ENGLISH PALE ALE,IPA,,1,Primary,65.0,68.0,7.0,
850,Weathered Ground Brewery R.K. Double IPA,IMPERIAL / DOUBLE IPA,IPA,,1,Primary,68.0,,7.0,
851,Evolution Craft Brewing Co. Crystal Row,Old Ale,OTHER,2015.0,1,Primary,,,,
852,Revelry Brewing Co Oh My Darlyn! Scotch Ale,AMBER ALE,AMBER_ALE,2016.0,1,Primary,64.0,,21.0,
854,Uinta Brewing Co. Hop Nosh Tangerine,AMERICAN IPA,IPA,,1,Fermentation,66.0,66.0,,
857,Bale So Hard Dry-Hopped Saison,BELGIAN ALE,BELGIAN,2016.0,1,Primary,72.0,72.0,5.0,
857,Bale So Hard Dry-Hopped Saison,BELGIAN ALE,BELGIAN,2016.0,2,Secondary,67.0,67.0,5.0,
858,Terra Firma Brown IPA,AMERICAN BROWN ALE,BROWN_ALE,,1,Primary,64.0,,7.0,
859,Vello’s Gotlandsdricke,HISTORICAL BEER,OTHER,2017.0,1,primary,65.0,65.0,7.0,
859,Vello’s Gotlandsdricke,HISTORICAL BEER,OTHER,2017.0,2,secondary,55.0,55.0,7.0,
860,Oh Mama! American Pale Ale,AMERICAN PALE ALE,IPA,2017.0,1,Primary,68.0,68.0,7.0,
860,Oh Mama! American Pale Ale,AMERICAN PALE ALE,IPA,2017.0,2,Dry Hop,,,7.0,
861,Brew-in-a-Bag Cranberry Ale,FRUIT BEER,OTHER,2017.0,1,Primary,68.0,68.0,7.0,
861,Brew-in-a-Bag Cranberry Ale,FRUIT BEER,OTHER,2017.0,2,Conditioning,68.0,68.0,7.0,
862,Pisswasser Lite,AMERICAN LAGER,LAGER,2017.0,1,Primary,50.0,,,
862,Pisswasser Lite,AMERICAN LAGER,LAGER,2017.0,2,Diacetyl rest,50.0,,1.0,
862,Pisswasser Lite,AMERICAN LAGER,LAGER,2017.0,3,Cooling and fining,14.0,,0.0,
863,Grodziskie,HISTORICAL BEER,OTHER,2017.0,1,Primary,60.0,,14.0,
865,Hobo Devil,CZECH / BOHO PILS,LAGER,2015.0,1,Primary,48.0,50.0,14.0,
865,Hobo Devil,CZECH / BOHO PILS,LAGER,2015.0,2,Ramp,48.0,54.0,1.0,6.0
865,Hobo Devil,CZECH / BOHO PILS,LAGER,2015.0,3,Cold Crash,35.0,35.0,14.0,
866,Rushmore IPA (All-Grain),IPA,IPA,2017.0,1,Primary,65.0,65.0,7.0,
866,Rushmore IPA (All-Grain),IPA,IPA,2017.0,2,Secondary fermentation,68.0,68.0,10.0,
867,Klang Freudenfest Oktoberfest (All-Grain),OKTOBERFEST,OTHER,2017.0,1,Primary,52.0,52.0,17.0,
867,Klang Freudenfest Oktoberfest (All-Grain),OKTOBERFEST,OTHER,2017.0,2,Diacetyl rest,57.0,59.0,3.0,
867,Klang Freudenfest Oktoberfest (All-Grain),OKTOBERFEST,OTHER,2017.0,3,Hold,48.0,48.0,8.0,
867,Klang Freudenfest Oktoberfest (All-Grain),OKTOBERFEST,OTHER,2017.0,4,Cold crash,33.0,33.0,16.0,
868,Battre L’oie Saison (All-Grain),BELGIAN ALE,BELGIAN,2017.0,1,Primary,62.0,62.0,7.0,
868,Battre L’oie Saison (All-Grain),BELGIAN ALE,BELGIAN,2017.0,2,Secondary,65.0,65.0,14.0,
869,Ryan’s Schwarzbier,DARK LAGER,LAGER,2016.0,1,Primary,50.0,50.0,14.0,
869,Ryan’s Schwarzbier,DARK LAGER,LAGER,2016.0,2,Secondary,36.0,36.0,45.0,
869,Ryan’s Schwarzbier,DARK LAGER,LAGER,2016.0,3,Lagering,36.0,36.0,42.0,
870,Dream Steam California Common,AMBER LAGER,LAGER,2016.0,1,Primary,62.0,62.0,12.0,
870,Dream Steam California Common,AMBER LAGER,LAGER,2016.0,2,Secondary,55.0,55.0,23.0,
871,Dreg Pirate Roberts,WHEAT & RYE BEER,WHEAT_BEER,2016.0,1,Primary,70.0,70.0,14.0,
871,Dreg Pirate Roberts,WHEAT & RYE BEER,WHEAT_BEER,2016.0,2,Secondary,70.0,70.0,741.0,
872,StOaked Brown,BROWN ALE,BROWN_ALE,2016.0,1,Primary,67.0,67.0,14.0,
873,"Girl Scout Cookies"" Mint Chocolate Chip Sweet Stout",SPICE & HERB BEER,OTHER,2016.0,1,Primary,65.0,,30.0,
874,If You Like Pi Coladas Berliner Weisse,FRUIT BEER,OTHER,2016.0,1,Primary,90.0,90.0,6.0,
874,If You Like Pi Coladas Berliner Weisse,FRUIT BEER,OTHER,2016.0,2,Secondary,69.0,69.0,7.0,
874,If You Like Pi Coladas Berliner Weisse,FRUIT BEER,OTHER,2016.0,3,Tertiary,69.0,69.0,14.0,
875,Split Thy Skull English Barleywine,BARLEYWINE,STRONG_ALE,2016.0,1,Primary,67.0,,14.0,
876,Queen B*tch Belgian Dark Strong Ale,BELGIAN ALE,BELGIAN,2016.0,1,Primary,68.0,68.0,3.0,
876,Queen B*tch Belgian Dark Strong Ale,BELGIAN ALE,BELGIAN,2016.0,2,Secondary,75.0,75.0,10.0,
876,Queen B*tch Belgian Dark Strong Ale,BELGIAN ALE,BELGIAN,2016.0,3,Tertiary,32.0,32.0,5.0,
878,Mandy & Wesley’s French Saison,BELGIAN ALE,BELGIAN,2016.0,1,Primary,70.0,77.0,4.0,
878,Mandy & Wesley’s French Saison,BELGIAN ALE,BELGIAN,2016.0,2,Secondary,77.0,77.0,7.0,
879,Barb’s Hef Weissbier,HEFEWEIZEN,WHEAT_BEER,2016.0,1,Primary,62.0,62.0,3.0,
879,Barb’s Hef Weissbier,HEFEWEIZEN,WHEAT_BEER,2016.0,2,Secondary,65.0,65.0,3.0,
879,Barb’s Hef Weissbier,HEFEWEIZEN,WHEAT_BEER,2016.0,3,Tertiary,68.0,68.0,5.0,
880,The Duke English IPA,ENGLISH IPA,IPA,2016.0,1,Primary,66.0,72.0,2.0,
880,The Duke English IPA,ENGLISH IPA,IPA,2016.0,2,Fermentation Hold,72.0,72.0,,
881,Sandy American IPA,AMERICAN IPA,IPA,2016.0,1,Primary,65.0,,14.0,
882,Kaos Returns,IMPERIAL STOUT,STOUT,2016.0,1,primary,65.0,69.0,30.0,
882,Kaos Returns,IMPERIAL STOUT,STOUT,2016.0,2,secondary,70.0,70.0,14.0,
883,Padraig Irish Stout,IRISH STOUT,STOUT,2016.0,1,Primary,64.0,64.0,15.0,
883,Padraig Irish Stout,IRISH STOUT,STOUT,2016.0,2,Secondary,36.0,36.0,2.0,
884,Old Hound Dog Pre-Prohibition Porter,AMERICAN PORTER,PORTER,2016.0,1,Primary,66.0,66.0,21.0,
884,Old Hound Dog Pre-Prohibition Porter,AMERICAN PORTER,PORTER,2016.0,2,Conditioning,40.0,40.0,28.0,
885,Blackson Brown Ale,BROWN ALE,BROWN_ALE,2016.0,1,Primary,68.0,68.0,14.0,
886,Cali Amber,AMBER ALE,AMBER_ALE,2016.0,1,Primary,66.0,,14.0,
887,Rainy Day American Pale Ale,AMERICAN PALE ALE,IPA,2016.0,1,Primary,65.0,,7.0,
887,Rainy Day American Pale Ale,AMERICAN PALE ALE,IPA,2016.0,2,Secondary,72.0,,21.0,
888,D3 Scottish Ale,AMBER ALE,AMBER_ALE,2016.0,1,Primary,61.0,61.0,14.0,
888,D3 Scottish Ale,AMBER ALE,AMBER_ALE,2016.0,2,Secondary,40.0,40.0,28.0,
889,Golden Delight,ENGLISH PALE ALE,IPA,2016.0,1,primary,66.0,66.0,14.0,
890,Joe’s Kolsch,HYBRID BEER,OTHER,2016.0,1,Primary,54.0,54.0,14.0,
891,The King of Eisbocks!,BOCK,LAGER,2016.0,1,Primary,48.0,48.0,23.0,
892,"Thanks for the (Decoction) Pot, Dan"" Vienna Lager",AMBER LAGER,LAGER,2016.0,1,Primary,50.0,50.0,21.0,
892,"Thanks for the (Decoction) Pot, Dan"" Vienna Lager",AMBER LAGER,LAGER,2016.0,2,Secondary,33.0,33.0,13.0,
893,Pilz Czech Pale Lager,CZECH / BOHO PILS,LAGER,2016.0,1,Primary,50.0,50.0,7.0,
893,Pilz Czech Pale Lager,CZECH / BOHO PILS,LAGER,2016.0,2,Secondary,63.0,63.0,3.0,
893,Pilz Czech Pale Lager,CZECH / BOHO PILS,LAGER,2016.0,3,Tertiary,37.0,37.0,60.0,
894,Barstool Blues American Lite Lager,AMERICAN LAGER,LAGER,2016.0,1,Primary,48.0,48.0,21.0,
894,Barstool Blues American Lite Lager,AMERICAN LAGER,LAGER,2016.0,2,Secondary,33.0,33.0,14.0,
896,Weavers Gold British Golden Ale,ENGLISH PALE ALE,IPA,2016.0,1,Primary,65.0,,,
897,Lov-a-ly Bunch of Coconuts,SPICE & HERB BEER,OTHER,2016.0,1,Primary,68.0,,,
898,Jared’s Galaxy Pale Ale,AMERICAN PALE ALE,IPA,2016.0,1,Primary,66.0,,7.0,
898,Jared’s Galaxy Pale Ale,AMERICAN PALE ALE,IPA,2016.0,2,Crash Cool,66.0,35.0,2.0,
898,Jared’s Galaxy Pale Ale,AMERICAN PALE ALE,IPA,2016.0,3,Dry Hop (Cold),35.0,,4.0,
900,Stairway to Heaven Belgian Specialty Ale,BELGIAN ALE,BELGIAN,2008.0,1,Primary,72.0,80.0,,
900,Stairway to Heaven Belgian Specialty Ale,BELGIAN ALE,BELGIAN,2008.0,2,Secondary,70.0,74.0,,
901,Bill’s Farmhouse Ale,BELGIAN ALE,BELGIAN,2005.0,1,primary,72.0,72.0,14.0,
901,Bill’s Farmhouse Ale,BELGIAN ALE,BELGIAN,2005.0,2,secondary,70.0,70.0,14.0,
903,#BiggestSmallBeerEver Porter,AMERICAN PORTER,PORTER,2016.0,1,Primary,66.0,68.0,,
904,Snowdrop (Kottbusser),FARMHOUSE BEER,BELGIAN,2015.0,1,Primary,63.0,63.0,,
905,English Pale Ale (ESB) by AHA Members,ENGLISH PALE ALE,IPA,,1,Primary,68.0,68.0,,
906,"Milk Stout with Pumpkin, Coffee & Vanilla",COFFEE BEER,OTHER,,1,Primary,,,,
907,Spencer Brewery Trappist Ale,BELGIAN ALE,BELGIAN,,1,Primary,66.0,66.0,7.0,
907,Spencer Brewery Trappist Ale,BELGIAN ALE,BELGIAN,,2,Maturation,41.0,41.0,7.0,
908,Saison D’Potiron,BELGIAN ALE,BELGIAN,2013.0,1,Primary,68.0,,14.0,
908,Saison D’Potiron,BELGIAN ALE,BELGIAN,2013.0,2,Raise temperature,68.0,78.0,0.0,
908,Saison D’Potiron,BELGIAN ALE,BELGIAN,2013.0,3,Secondary,78.0,,14.0,
909,Duck Slippers Session Helles,HELLES,OTHER,2014.0,1,Primary,55.0,,7.0,
910,Summer Rye,WHEAT & RYE BEER,WHEAT_BEER,,1,Primary,66.0,66.0,,
911,An English Braggot,BRAGGOT,OTHER,,1,Primary,,,,
911,An English Braggot,BRAGGOT,OTHER,,2,Secondary,,,,
911,An English Braggot,BRAGGOT,OTHER,,3,Mature,,,245.0,
912,Dave’s Dreaded Sunday Steam Beer,AMBER LAGER,LAGER,1999.0,1,Primary,60.0,,20.0,
912,Dave’s Dreaded Sunday Steam Beer,AMBER LAGER,LAGER,1999.0,2,Secondary,40.0,,60.0,
913,Beast Mauler Tripel,BELGIAN ALE,BELGIAN,2005.0,1,Primary,72.0,,,
914,Easter Quad,BELGIAN ALE,BELGIAN,,1,Primary,63.0,70.0,3.0,3.0
914,Easter Quad,BELGIAN ALE,BELGIAN,,2,Secondary,63.0,63.0,7.0,
915,Matt’s Flanders Brown Ale,BROWN ALE,BROWN_ALE,2001.0,1,Primary,68.0,72.0,7.0,
915,Matt’s Flanders Brown Ale,BROWN ALE,BROWN_ALE,2001.0,2,Secondary,68.0,72.0,180.0,
916,AG24 Oktoberfest,OKTOBERFEST,OTHER,2012.0,1,Primary,62.0,62.0,1.0,
916,AG24 Oktoberfest,OKTOBERFEST,OTHER,2012.0,2,Fermentation Hold,50.0,50.0,20.0,
916,AG24 Oktoberfest,OKTOBERFEST,OTHER,2012.0,3,Diacetyl Rest,65.0,65.0,2.0,
916,AG24 Oktoberfest,OKTOBERFEST,OTHER,2012.0,4,Lagering,50.0,50.0,30.0,
917,Anchor Steam Clone,Amber Lager,LAGER,2003.0,1,Primary,60.0,60.0,7.0,
918,Joe’s Tripel,BELGIAN ALE,BELGIAN,2013.0,1,Primary,70.0,,7.0,
918,Joe’s Tripel,BELGIAN ALE,BELGIAN,2013.0,2,Secondary,64.0,,14.0,
919,Portlandmunder X,HELLES,OTHER,2014.0,1,Primary,53.0,53.0,10.0,
919,Portlandmunder X,HELLES,OTHER,2014.0,2,Lagering,35.0,35.0,38.0,
920,AOK,PILSNER,LAGER,2014.0,1,Primary,50.0,50.0,28.0,
921,Rodtoberfest,AMBER LAGER,LAGER,2014.0,1,Primary,48.0,48.0,10.0,
921,Rodtoberfest,AMBER LAGER,LAGER,2014.0,2,Secondary,58.0,58.0,7.0,
921,Rodtoberfest,AMBER LAGER,LAGER,2014.0,3,Tertiary,30.0,30.0,60.0,
922,Michael’s Dunkel,DARK LAGER,LAGER,2014.0,1,Primary,48.0,48.0,14.0,
923,Schmitten Doppelbock,BOCK,LAGER,2014.0,1,Primary,50.0,50.0,30.0,
924,Pat’s RIP’n Kölsch,HYBRID BEER,OTHER,2014.0,1,Primary,,60.0,,
925,Neue Altbier,ALTBIER,OTHER,2014.0,1,Primary,61.0,61.0,21.0,
925,Neue Altbier,ALTBIER,OTHER,2014.0,2,Secondary,35.0,35.0,50.0,
926,Fully Monty British Ale,ENGLISH PALE ALE,IPA,2014.0,1,Primary,68.0,68.0,14.0,
926,Fully Monty British Ale,ENGLISH PALE ALE,IPA,2014.0,2,Secondary,68.0,68.0,14.0,
927,Way Off Kilter,Amber Ale,AMBER_ALE,2014.0,1,Primary,67.0,67.0,4.0,
927,Way Off Kilter,Amber Ale,AMBER_ALE,2014.0,2,Secondary,67.0,67.0,10.0,
928,Big Brown Ale,AMERICAN BROWN ALE,BROWN_ALE,2014.0,1,primary,68.0,68.0,7.0,
928,Big Brown Ale,AMERICAN BROWN ALE,BROWN_ALE,2014.0,2,secondary,65.0,65.0,14.0,
929,Mister Manners,BROWN ALE,BROWN_ALE,2014.0,1,Primary,68.0,68.0,4.0,
929,Mister Manners,BROWN ALE,BROWN_ALE,2014.0,2,Secondary,72.0,72.0,7.0,
930,Baltic Porter 13,BALTIC PORTER,PORTER,2014.0,1,Primary,50.0,,14.0,
930,Baltic Porter 13,BALTIC PORTER,PORTER,2014.0,2,Secondary,50.0,,28.0,
930,Baltic Porter 13,BALTIC PORTER,PORTER,2014.0,3,Tertiary,34.0,,575.0,
931,Rob’s Oatmeal Stout,OATMEAL STOUT,STOUT,2014.0,1,Primary,68.0,68.0,14.0,
932,Hop-Fu! IPA,IMPERIAL / DOUBLE IPA,IPA,2014.0,1,Primary,67.0,67.0,7.0,
932,Hop-Fu! IPA,IMPERIAL / DOUBLE IPA,IPA,2014.0,2,Secondary,67.0,67.0,7.0,
933,Yyy’s Man Says,BOCK,LAGER,2014.0,1,Primary,68.0,72.0,8.0,
933,Yyy’s Man Says,BOCK,LAGER,2014.0,2,Secondary,65.0,65.0,8.0,
933,Yyy’s Man Says,BOCK,LAGER,2014.0,3,Tertiary,36.0,36.0,175.0,
934,Brett Strawberry Farmhouse,BELGIAN ALE,BELGIAN,2014.0,1,Primary,74.0,74.0,21.0,
934,Brett Strawberry Farmhouse,BELGIAN ALE,BELGIAN,2014.0,2,Secondary,70.0,70.0,60.0,
935,Red Headed Stranger,FLANDERS RED,OTHER,2014.0,1,Primary,64.0,,7.0,
935,Red Headed Stranger,FLANDERS RED,OTHER,2014.0,2,Secondary,62.0,78.0,90.0,
935,Red Headed Stranger,FLANDERS RED,OTHER,2014.0,3,Tertiary,,,90.0,
936,Evil Beavr,BELGIAN ALE,BELGIAN,2014.0,1,Primary,66.0,66.0,14.0,
936,Evil Beavr,BELGIAN ALE,BELGIAN,2014.0,2,Secondary,74.0,74.0,3.0,
936,Evil Beavr,BELGIAN ALE,BELGIAN,2014.0,3,Tertiary,72.0,72.0,7.0,
937,Bellanio Farms,BARLEYWINE,STRONG_ALE,2014.0,1,Primary,65.0,65.0,5.0,
937,Bellanio Farms,BARLEYWINE,STRONG_ALE,2014.0,2,Secondary,65.0,65.0,120.0,
938,Razz-Ma-Tazz,CHOCOLATE BEER,OTHER,2014.0,1,Primary,68.0,68.0,9.0,
939,Hop Canyon Habanero IPA,IPA,IPA,2014.0,1,Primary,64.0,68.0,21.0,
939,Hop Canyon Habanero IPA,IPA,IPA,2014.0,2,Secondary,68.0,68.0,7.0,
940,Rauch Me Baby!,RAUCHBIER,OTHER,2014.0,1,Primary,50.0,,7.0,
940,Rauch Me Baby!,RAUCHBIER,OTHER,2014.0,2,Diacetyl rest,62.0,65.0,2.0,
941,Emily,COFFEE BEER,OTHER,2014.0,1,Primary,66.0,,66.0,
942,Tupelo Mead,STANDARD MEAD,OTHER,2014.0,1,Primary,68.0,68.0,14.0,
943,2 Mead,FRUIT MEAD,OTHER,2014.0,1,Primary,,,5.0,
943,2 Mead,FRUIT MEAD,OTHER,2014.0,2,Degassing,,,10.0,
944,Chjateau Fletty arcs-en-ciels et les Licrones,EXPERIMENTAL MEAD,OTHER,2014.0,1,Primary at basement temp,,,,
944,Chjateau Fletty arcs-en-ciels et les Licrones,EXPERIMENTAL MEAD,OTHER,2014.0,2,"Secondary, added sorbate 8/17/13",,,,
944,Chjateau Fletty arcs-en-ciels et les Licrones,EXPERIMENTAL MEAD,OTHER,2014.0,3,Tertiary 9/7/13,,,,
945,Bartlett Perry,STANDARD CIDER & PERRY,OTHER,2014.0,1,Fermentation,,60.0,,
946,Sweet Heat,SPECIALTY CIDER & PERRY,OTHER,2014.0,1,Primary,,55.0,4.0,
946,Sweet Heat,SPECIALTY CIDER & PERRY,OTHER,2014.0,2,Secondary,55.0,55.0,120.0,
947,Springside Armenian Dunkel,DARK LAGER,LAGER,2006.0,1,Primary,55.0,,7.0,
947,Springside Armenian Dunkel,DARK LAGER,LAGER,2006.0,2,Lager,35.0,,28.0,
948,Saison de Craisin,BELGIAN ALE,BELGIAN,2002.0,1,Primary,75.0,75.0,,
949,Bon-Bon Kölsch,HYBRID BEER,OTHER,,1,primary,68.0,68.0,7.0,
949,Bon-Bon Kölsch,HYBRID BEER,OTHER,,2,cold crash,50.0,50.0,28.0,
950,Dubbel Your Pleasure,BELGIAN ALE,BELGIAN,2011.0,1,Primary,64.0,74.0,6.0,
950,Dubbel Your Pleasure,BELGIAN ALE,BELGIAN,2011.0,2,Secondary,,,14.0,
951,Summer Time American Wheat Wine,AMERICAN WHEAT,WHEAT_BEER,2007.0,1,Primary,,,,
952,Regal Pale Ale,AMERICAN PALE ALE,IPA,2013.0,1,Primary at 67\u00b0F,67.0,,9.0,
952,Regal Pale Ale,AMERICAN PALE ALE,IPA,2013.0,2,Secondary at 68\u00b0F,68.0,,9.0,
953,Mike’s Belgian Saison,BELGIAN ALE,BELGIAN,2005.0,1,Primary,75.0,,14.0,
954,Peanut Butter Jelly Time,SPICE & HERB BEER,OTHER,,1,Primary,,,,
956,Bosmo’s Imperial Cream Ale,CREAM ALE,BLONDE_PALE,2008.0,1,Primary,62.0,62.0,4.0,
956,Bosmo’s Imperial Cream Ale,CREAM ALE,BLONDE_PALE,2008.0,2,Secondary,45.0,50.0,21.0,
958,Cucurbita Pepo (Pumpkin Ale),PUMPKIN BEER,OTHER,2001.0,1,Primary,68.0,68.0,14.0,
958,Cucurbita Pepo (Pumpkin Ale),PUMPKIN BEER,OTHER,2001.0,2,Conditioning,62.0,62.0,7.0,
959,Saison Du Mont,BELGIAN ALE,BELGIAN,2009.0,1,Primary,76.0,76.0,7.0,
959,Saison Du Mont,BELGIAN ALE,BELGIAN,2009.0,2,Secondary,76.0,76.0,7.0,
960,Hoegaarden White Clone,BELGIAN ALE,BELGIAN,2011.0,1,Primary,68.0,68.0,5.0,
960,Hoegaarden White Clone,BELGIAN ALE,BELGIAN,2011.0,2,Secondary,68.0,68.0,14.0,
961,German Pils,GERMAN PILSNER,LAGER,2013.0,1,Primary,48.0,54.0,28.0,
961,German Pils,GERMAN PILSNER,LAGER,2013.0,2,Secondary,30.0,30.0,60.0,
962,A Festbier For the Rest Of Us,AMBER LAGER,LAGER,2013.0,1,Primary,50.0,50.0,14.0,
962,A Festbier For the Rest Of Us,AMBER LAGER,LAGER,2013.0,2,Diacetyl Rest,68.0,68.0,2.0,
962,A Festbier For the Rest Of Us,AMBER LAGER,LAGER,2013.0,3,Lower temperature,68.0,34.0,0.0,-1.0
962,A Festbier For the Rest Of Us,AMBER LAGER,LAGER,2013.0,4,Secondary,34.0,34.0,90.0,
963,Black Dog Lager,DARK LAGER,LAGER,2013.0,1,Primary,47.0,48.0,10.0,
963,Black Dog Lager,DARK LAGER,LAGER,2013.0,2,Diacetyl Rest,57.0,59.0,3.0,
963,Black Dog Lager,DARK LAGER,LAGER,2013.0,3,Cold Crash 1,48.0,48.0,8.0,
963,Black Dog Lager,DARK LAGER,LAGER,2013.0,4,Cold Crash 2,33.0,33.0,16.0,
964,Maibock,BOCK,LAGER,2013.0,1,Primary,50.0,50.0,20.0,
964,Maibock,BOCK,LAGER,2013.0,2,Secondary,35.0,35.0,14.0,
965,Wheat Heavy,AMERICAN WHEAT,WHEAT_BEER,2013.0,1,Primary,62.0,65.0,14.0,
966,Rauch Katze,ALTBIER,OTHER,2013.0,1,Primary,58.0,58.0,21.0,
967,Ol’ Bitter Bastard,ENGLISH PALE ALE,IPA,2013.0,1,Primary,65.0,,21.0,
968,Russell’s Scottish 80,AMBER ALE,AMBER_ALE,2013.0,1,Primary,67.0,67.0,14.0,
969,Regal Pale Ale,AMERICAN PALE ALE,IPA,2013.0,1,Primary,67.0,,9.0,
969,Regal Pale Ale,AMERICAN PALE ALE,IPA,2013.0,2,Secondary,68.0,,9.0,
970,Country Mild,BROWN ALE,BROWN_ALE,2013.0,1,Primary,70.0,,9.0,
971,Scooter’s Lager,BALTIC PORTER,PORTER,2013.0,1,Primary,56.0,,15.0,
971,Scooter’s Lager,BALTIC PORTER,PORTER,2013.0,2,Secondary,35.0,,21.0,
972,Split Open and Melt,IMPERIAL STOUT,STOUT,2013.0,1,Primary,67.0,,,
973,Pike Ale,AMERICAN IPA,IPA,2013.0,1,Primary,64.0,64.0,26.0,
974,El Hefe (2013),HEFEWEIZEN,WHEAT_BEER,2013.0,1,Primary,62.0,,9.0,
975,Soma,BELGIAN ALE,BELGIAN,2013.0,1,Primary,80.0,80.0,8.0,
975,Soma,BELGIAN ALE,BELGIAN,2013.0,2,Secondary,56.0,56.0,23.0,
976,Jam Out… Peach Lambic,FRUIT BEER,OTHER,2013.0,1,Primary,,,,
977,Tripel,BELGIAN ALE,BELGIAN,2013.0,1,Primary,70.0,70.0,7.0,
977,Tripel,BELGIAN ALE,BELGIAN,2013.0,2,Secondary,64.0,64.0,14.0,
978,2010 Barleywine,BARLEYWINE,STRONG_ALE,2013.0,1,Primary,68.0,68.0,30.0,
979,Fruity McFruitFruit,FRUIT BEER,OTHER,2013.0,1,Primary,48.0,,28.0,
979,Fruity McFruitFruit,FRUIT BEER,OTHER,2013.0,2,Secondary,36.0,,7.0,
980,Scott’s Nutty Brown Ale,BROWN ALE,BROWN_ALE,2013.0,1,Primary,65.0,65.0,7.0,
981,Slightly Smoked Helles,HELLES,OTHER,2013.0,1,Primary,50.0,50.0,14.0,
981,Slightly Smoked Helles,HELLES,OTHER,2013.0,2,Secondary,34.0,34.0,35.0,
982,Sto-Lat!,HISTORICAL BEER,OTHER,2013.0,1,Primary,65.0,65.0,7.0,
982,Sto-Lat!,HISTORICAL BEER,OTHER,2013.0,2,Secondary,30.0,30.0,21.0,
983,OB Mead,STANDARD MEAD,OTHER,2013.0,1,Primary,,,,
984,Key Lime Mead,FRUIT MEAD,OTHER,2013.0,1,Primary,66.0,,30.0,
984,Key Lime Mead,FRUIT MEAD,OTHER,2013.0,2,Secondary,60.0,,90.0,
985,SRB Mead,FRUIT MEAD,OTHER,2013.0,1,Primary,100.0,,,
986,Northern Lights Cider,STANDARD CIDER & PERRY,OTHER,2013.0,1,Primary,64.0,,12.0,
987,Jalapeño Cider,SPECIALTY CIDER & PERRY,OTHER,2013.0,1,Primary,63.0,,14.0,
