recipe_id,recipe_title,style,year,yeast_name,yeast_canonical,brand,product_code,primary_temp_F,secondary_temp_F,total_fermentation_days
977,Tripel,BELGIAN ALE,2013.0,WLP500 Trappist Ale,WLP500 Trappist Ale,White Labs,WLP500,70.0,64.0,21
978,2010 Barleywine,BARLEYWINE,2013.0,Wyeast 1056 American Ale,Chico/US-05 (American Ale),Wyeast,1056,68.0,,30
979,Fruity McFruitFruit,FRUIT BEER,2013.0,Southern German Lager,Southern German Lager,White Labs,WLP838,48.0,36.0,35
980,Scott’s Nutty Brown Ale,BROWN ALE,2013.0,London Ale,London Ale,White Labs,WLP013,65.0,,7
981,Slightly Smoked Helles,HELLES,2013.0,Wyeast 2206 Bavarian lager yeast,Wyeast 2206 Bavarian lager yeast,Wyeast,2206,50.0,34.0,49
982,Sto-Lat!,HISTORICAL BEER,2013.0,WLP029 German Ale/K\u00f6lsch yeast,WLP029 German Ale/K\u00f6lsch yeast,White Labs,,65.0,30.0,28
983,OB Mead,STANDARD MEAD,2013.0,Lalvin 71B-1122,Lalvin 71B-1122,,,,,0
984,Key Lime Mead,FRUIT MEAD,2013.0,Lalvin 71B-1122,Lalvin 71B-1122,Lallemand,,66.0,60.0,120
985,SRB Mead,FRUIT MEAD,2013.0,Lalvin 71-B,Lalvin 71-B,,,100.0,,0
986,Northern Lights Cider,STANDARD CIDER & PERRY,2013.0,English cider yeast,English cider yeast,White Labs,,64.0,,12
987,Jalapeño Cider,SPECIALTY CIDER & PERRY,2013.0,Lalvin 71B-1122,Lalvin 71B-1122,,,63.0,63.0,74
988,Cranberry “Lambic”,FRUIT BEER,1995.0,No. 3056 Bavarian Wheat ale,No. 3056 Bavarian Wheat ale,Wyeast,,65.0,65.0,24
989,Pointon Proper,BROWN ALE,2012.0,Wyeast 1768 English Special Bitter,Wyeast 1768 English Special Bitter,Wyeast,1768,68.0,,2
990,More Fun Blonde Ale,BLONDE ALE,2013.0,,,,,,,14
991,Wheat ‘n’ Berry Ale,FRUIT BEER,1995.0,Rogue ale yeast,Rogue ale yeast,,,68.0,,30
992,Jaggery Pale Ale,AMERICAN PALE ALE,,English Ale Yeast,English Ale Yeast,,,,,0
993,Deck-Head Stout,IRISH STOUT,,Irish ale yeast,Irish ale yeast,Wyeast,1084,63.0,63.0,15
994,Trigo Oscuro,DUNKELWEIZEN,,WLP300 Hefeweizen Ale,WLP300 Hefeweizen Ale,White Labs,,62.0,,0
995,Addicted Coffee Stout,COFFEE BEER,2012.0,White Labs 001 or Wyeast 1056,White Labs 001 or Wyeast 1056,,,68.0,,0
996,Brasserie Grain d’Orge,BELGIAN ALE,,Scottish Ale yeast,Scottish Ale,Wyeast,1728,70.0,,4
997,Chai Tea Brown Ale,BROWN ALE,,WLP002,WLP002,White Labs,,67.0,,0
998,Saison d’Hiver,BELGIAN ALE,2008.0,", Wyeast 3711 French Saison, Wyeast 3724 Belgian Saison, Wyeast 3725 Biere de Garde, Wyeast 3726 Farmhouse Ale, WLP565 Belgian Saison, WLP566 Belgian Saison II, WLP568 Belgian Saison Blend",", Wyeast 3711 French Saison, Wyeast 3724 Belgian Saison, Wyeast 3725 Biere de Garde, Wyeast 3726 Farmhouse Ale, WLP565 Belgian Saison, WLP566 Belgian Saison II, WLP568 Belgian Saison Blend",,,,,0
999,Raspberry Basil Porter Aged on Palo Santo Wood,Baltic Porter,2008.0,English ale yeast,English ale yeast,,,,,21
1000,Mein Nelson Sauvin,BOCK,,"Schneider yeast, from propagation tank; Belgian yeast, 0.5 L/hL","Schneider yeast, from propagation tank; Belgian yeast, 0.5 L/hL",,,61.0,,7
1001,Big Basin Amber Ale,AMBER ALE,,Wyeast 1332 Northwest Ale,Wyeast 1332 Northwest Ale,Wyeast,1332,65.0,,10
1002,Crabapple Lambicky Ale,FRUITED SOUR,,Ale yeast (Belgian or otherwise),Ale yeast (Belgian or otherwise),,,,,0
1003,Trick or Treat Bock,BOCK,,WLP300 Hefeweizen Ale or Wyeast 3068 Weihenstephan Weizen,WLP300 Hefeweizen Ale or Wyeast 3068 Weihenstephan Weizen,,,62.0,,0
1004,Punkin Head,PUMPKIN BEER,,White Labs WLP002 English Ale,White Labs WLP002 English Ale,White Labs,WLP002,68.0,,28
1005,I See Your Schwartz Is As Big As Mine,DARK LAGER,,Wyeast 2124 Bohemian Lager,Wyeast 2124 Bohemian Lager,Wyeast,,50.0,65.0,16
1006,Before Capone,AMERICAN PILSNER,2011.0,Wyeast 2035 American lager yeast,Wyeast 2035 American lager yeast,Wyeast,2035,50.0,,14
1007,Potato Vacation Beer,SPICE & HERB BEER,2004.0,"Various Wyeast, White Labs options","Various Wyeast, White Labs options",,,,,26
1008,Ettonante,BELGIAN ALE,2001.0,Belgian Trappist ale,Belgian Trappist ale,Wyeast,3787,65.0,66.0,36
1009,Big Ass Barleywine,BARLEYWINE,2005.0,WLP 001 American ale yeast,WLP 001 American ale yeast,White Labs,,65.0,67.0,42
1010,Sitzung Helles,HELLES,2012.0,Wyeast No. 2308 Munich lager yeast,Wyeast No. 2308 Munich lager yeast,Wyeast,2308,48.0,,42
1011,Barky Pilsner,GERMAN PILSNER,2012.0,WLP830 German lager yeast,WLP830 German lager yeast,White Labs,,50.0,35.0,51
1012,Pam’s Vienna,AMBER LAGER,2012.0,Wyeast 2124 Bohemian lager yeast,Wyeast 2124 Bohemian lager yeast,Wyeast,2124,50.0,40.0,74
1013,Endless Mountains Sour Summer Ale,BELGIAN ALE,2012.0,White Labs WLP057 Belgian Style Ale yeast,White Labs WLP057 Belgian Style Ale yeast,White Labs,WLP057,75.0,65.0,0
1014,Stephen & Hayley's Winter Warmer 2011,BELGIAN ALE,2012.0,Wyeast 3739 Flanders Golden ale,Wyeast 3739 Flanders Golden ale,Wyeast,3739,68.0,80.0,5
1015,Old Ball and Chain,OLD ALE,2012.0,Wyeast 1098 British ale yeast,Wyeast 1098 British ale yeast,Wyeast,1098,68.0,,14
1016,Koko’s Nut Stout,FRUIT BEER,2012.0,London Ale III,London Ale III,Wyeast,1318,68.0,,8
1017,Hibiscus Sauvante,SPICE & HERB BEER,2012.0,ECY08,ECY08,,,,,21
1018,Black Friday Stout,IMPERIAL STOUT,2012.0,1056 Chico ale yeast,1056 Chico ale yeast,Wyeast,,65.0,,21
1019,Urban UFO,IPA,2012.0,1056 Chico ale yeast,Chico/US-05 (American Ale),Wyeast,1056,65.0,65.0,26
1020,OB Trad,STANDARD MEAD,2012.0,sweet mead yeast,sweet mead yeast,,,,,90
1021,Strawberry Tupelo,FRUIT MEAD,2012.0,Lavin 71-B Dry Yeast,Lavin 71-B Dry Yeast,,,,,21
1022,Rhubarb Mead,HERB & SPICE MEAD,2012.0,Lavlin 71-B,Lavlin 71-B,,,,,42
1023,2011 Honeycrisp Celebration,STANDARD CIDER & PERRY,2012.0,WLP775 English Cider yeast,WLP775 English Cider yeast,White Labs,WLP775,,,0
1024,SaraSodi Cider,NEW ENGLAND CIDER,2012.0,English Cider yeast,English Cider yeast,White Labs,775,67.0,,28
1025,Poor Richard’s Ale,HISTORICAL BEER,,White Labs WLP002 or Wyeast 1968 or White Labs WLP 028 or Wyeast 1728,White Labs WLP002 or Wyeast 1968 or White Labs WLP 028 or Wyeast 1728,,,,,0
1026,Dragon’s Milk October Beer,OLD ALE,,Any alcohol tolerant English ale strain,Any alcohol tolerant English ale strain,Wyeast,1028 London Ale,,,0
1027,Ray Spangler’s Pumpkin Spice Beer,PUMPKIN BEER,,1056 American Ale Yeast,Chico/US-05 (American Ale),Wyeast,1056,,,0
1028,Dark Night Tangerine Porter,FRUIT BEER,,Wyeast 1214 Belgian Ale Yeast,Wyeast 1214 Belgian Ale Yeast,Wyeast,1214,,,0
1029,Viking Gold,HELLES,2011.0,Wyeast No. 2206 Bavarian Lager,Wyeast No. 2206 Bavarian Lager,Wyeast,2206,50.0,35.0,18
1030,Stop Looking for Malt Complexity in Pilsners,CZECH / BOHO PILS,2011.0,"Wyeast 2278, White Labs WLP820 blend","Wyeast 2278, White Labs WLP820 blend",Wyeast and White Labs,,45.0,33.0,168
1031,Vienna Lager,AMBER LAGER,2011.0,Munich Lager yeast,Munich Lager yeast,Wyeast,2308,45.0,,10
1032,Black Saxon,DARK LAGER,2011.0,Fermentis S-23,Fermentis S-23,,,54.0,50.0,28
1033,Tri-Paul-Bock,BOCK,2011.0,WLP833 German Bock yeast,WLP833 German Bock yeast,,,35.0,,90
1034,$12 Cream Ale,CREAM ALE,2011.0,California Ale V,California Ale V,White Labs,WLP051,60.0,,21
1035,Daily Bread German Ale,ALTBIER,2011.0,German Ale/Kolsch,German Ale/Kolsch,White Labs,WLP029,65.0,40.0,29
1036,ESB,ENGLISH PALE ALE,2011.0,English ale yeast,English ale yeast,White Labs,WLP002,68.0,70.0,7
1037,Brown-Eyed Woman,AMBER ALE,2011.0,WLP028 Edinburgh Scottish ale,WLP028 Edinburgh Scottish ale,,,65.0,,0
1038,Amber Waves of Grain,AMBER ALE,2011.0,California ale yeast,Chico/US-05 (American Ale),White Labs,WLP001,68.0,,10
1039,Northern English Brown Ale,BROWN ALE,2011.0,English ale yeast,English ale yeast,White Labs,WLP002,68.0,38.0,28
1040,Dreaded Robust Porter,BALTIC PORTER,2011.0,California ale yeast,Chico/US-05 (American Ale),White Labs,WLP001,67.0,67.0,21
1041,Badenov Russian Imperial Stout,IMPERIAL STOUT,2011.0,Scottish ale yeast,Scottish Ale,Wyeast,1728,,,0
1042,Tsunami IPA,AMERICAN IPA,2011.0,Pacman ale yeast,Pacman ale yeast,Wyeast,1764,65.0,70.0,22
1043,Roggen (2011),ROGGENBIER,2011.0,WLP 380 Weihenstephan IV ale yeast,WLP 380 Weihenstephan IV ale yeast,White Labs,,65.0,,0
1044,Shane’s Witbier,BELGIAN ALE,2011.0,WLP500 Trappist and WLP530 Abbey ale yeast,WLP500 Trappist and WLP530 Abbey ale yeast,White Labs,,65.0,,65
1045,You Snooze You Gueuze,GUEUZE,2011.0,Wyeast 1056 American Ale,Chico/US-05 (American Ale),Wyeast,1056,,,0
1046,Chimayo Azul,BELGIAN ALE,2011.0,WLP 500 Trappist ale yeast,WLP 500 Trappist ale yeast,White Labs,,68.0,,2
1047,Neural Rust,Barleywine,2011.0,California Ale WLP001,Chico/US-05 (American Ale),White Labs,WLP001,70.0,66.0,42
1048,Hop Fruity,AMERICAN PALE ALE,2011.0,No. 1272 American Ale II,No. 1272 American Ale II,Wyeast,1272,68.0,,0
1049,Stef’s Olive Beer,SPICE & HERB BEER,2011.0,No. 1056 Chico ale yeast,Chico/US-05 (American Ale),Wyeast,1056,,,17
1050,Smoke Screen,RAUCHBIER,2011.0,Octoberfest lager yeast blend,Octoberfest lager yeast blend,Wyeast,2633,48.0,,48
1051,Urban UFO,BARLEYWINE,2011.0,Super High Gravity ale yeast starter,Super High Gravity ale yeast starter,White Labs,,68.0,,0
1052,Tupelo Mead,STANDARD MEAD,2011.0,Wyeast Sweet Mead yeast,Wyeast Sweet Mead yeast,,,60.0,,240
1053,Adore,FRUIT MEAD,2011.0,Lalvin D-47,Lalvin D-47,,,,,0
1054,Blasphemy at Gobblers Roost,CYSER / APPLE MEAD,2011.0,EC-1118 yeast,EC-1118 yeast,,,,,0
1055,Squirt’s Perry,STANDARD CIDER & PERRY,2011.0,BA-11 yeast,BA-11 yeast,,,64.0,,21
1056,Eve’s Demise,SPECIALTY CIDER & PERRY,2011.0,Wyeast Cider yeast,Wyeast Cider yeast,,,,,0
1057,Rogerfest Cherry Wood Lager,AMBER LAGER,2009.0,White Labs Cry Havoc lager yeast,White Labs Cry Havoc lager yeast,White Labs,,55.0,,7
1058,Hop Woo IPA+,IMPERIAL / DOUBLE IPA,2010.0,US-05 or WLP001 or Wyeast Chico Ale,US-05 or WLP001 or Wyeast Chico Ale,,,,,0
1059,Eisbock,BOCK,,Wyeast 2124 Bohemian Lager,Wyeast 2124 Bohemian Lager,Wyeast,2124,,,0
1060,Framboise,FRUITED SOUR,,Wyeast 1968 London ESB Yeast,Wyeast 1968 London ESB Yeast,Wyeast,1968,,,1460
1061,Marzen,AMBER LAGER,,WLP 830 German lager yeast,WLP 830 German lager yeast,White Labs,WLP830,52.0,34.0,210
1063,Classic American Pilsner,AMERICAN PILSNER,,WLP810 San Francisco lager yeast,WLP810 San Francisco lager yeast,White Labs,,57.0,57.0,33
1064,Grey Skies Porter,BALTIC PORTER,,Wyeast 1318,Wyeast 1318,Wyeast,1318,,,0
1065,Rose’s Russian Imperial Stout,IMPERIAL STOUT,1992.0,Red Star champagne yeast,Red Star champagne yeast,,,65.0,63.0,37
1066,Buffalo Pass Brown Ale,AMERICAN BROWN ALE,1995.0,1056 American ale yeast,Chico/US-05 (American Ale),Wyeast,1056,62.0,52.0,21
1067,461 Dortmunder Export,HELLES,2010.0,WLP830,WLP830,White Labs,WLP830,52.0,,23
1068,BoPils,CZECH / BOHO PILS,2010.0,Wyeast No. 2001 lager yeast starter,Wyeast No. 2001 lager yeast starter,Wyeast,,55.0,33.0,44
1069,Maerzen,AMBER LAGER,2010.0,German Bock lager yeast,German Bock lager yeast,White Labs,WLP833,50.0,35.0,56
1070,Tara’s Slam Dunkel,DARK LAGER,2010.0,Wyeast No. 2206 Bavarian lager yeast,Wyeast No. 2206 Bavarian lager yeast,Wyeast,2206,55.0,41.0,35
1071,Isebock,BOCK,2010.0,WLP838 Southern German Lager yeast,WLP838 Southern German Lager yeast,,,,,0
1072,Helios Kölsch,HYBRID BEER,2010.0,Wyeast No. 2565 Kolsch yeast,Wyeast No. 2565 Kolsch yeast,Wyeast,2565,60.0,50.0,95
1073,NJ Steam 143,AMBER LAGER,2010.0,SafAle K-97 Dry Yeast,SafAle K-97 Dry Yeast,,,58.0,59.0,37
1074,Guvnah,ENGLISH PALE ALE,2010.0,European ale yeast starter,European ale yeast starter,White Labs,WLP 011,66.0,,0
1075,Scotch Bingerson’s Rehydration Fluid,AMBER ALE,2010.0,Wyeast 1728 Scottish Ale yeast,Scottish Ale,Wyeast,1728,68.0,,0
1076,Opening Day Pale Ale,AMERICAN PALE ALE,2010.0,No. 1056 ale yeast,No. 1056 ale yeast,Wyeast,,64.0,,7
1077,Thomas Toes Mild,Brown Ale,2010.0,WLP002,WLP002,White Labs,,66.0,,7
1078,Raspberry Blossom Mead,STANDARD MEAD,2010.0,Lalvin 71B (Narbonne),Lalvin 71B (Narbonne),,,70.0,,14
1079,Apple Juiced!,CYSER / APPLE MEAD,2010.0,White Labs WLP 720 Sweet Mead Yeast,White Labs WLP 720 Sweet Mead Yeast,White Labs,WLP720,70.0,68.0,731
1080,Cinnamon-Vanilla Metheglin,HERB & SPICE MEAD,2010.0,VL3C yeast,VL3C yeast,,,68.0,,0
1081,Stephan and Mark’s Apple Cider,STANDARD CIDER & PERRY,2010.0,White Labs English Cider Yeast,White Labs English Cider Yeast,,,,,21
1082,Anjie’s Applewine,SPECIALTY CIDER & PERRY,2010.0,Lalvin 1118 Champagne,Lalvin 1118 Champagne,Lallemand,,,,42
1083,O’bama-lot,AMERICAN LAGER,2009.0,No. 2007 Pilsen lager,No. 2007 Pilsen lager,Wyeast,,50.0,,28
1084,Steve’s Classic American Pilsner,PILSNER,2009.0,Southern German lager yeast,Southern German lager yeast,White Labs,,50.0,33.0,168
1085,Oktoberfest Hallertau,OKTOBERFEST,2009.0,WLP 820 Oktoberfest lager yeast,WLP 820 Oktoberfest lager yeast,White Labs,,52.0,32.0,61
1086,Brian’s Eisbock,BOCK,2009.0,Wyeast No. 2124 Bohemian lager yeast,Wyeast No. 2124 Bohemian lager yeast,Wyeast,,48.0,32.0,60
1087,"Bye Bye, Miss American Rye",WHEAT & RYE BEER,2009.0,No. 2565 Kolsch yeast,No. 2565 Kolsch yeast,Wyeast,,60.0,,21
1088,Michael’s Dusseldorf Alt,ALTBIER,2009.0,No. 1056 American ale yeast,Chico/US-05 (American Ale),Wyeast,1056,60.0,34.0,44
1089,Janet’s Brown Ale,AMERICAN BROWN ALE,2004.0,White Labs WLP001,White Labs WLP001,White Labs,,68.0,70.0,16
1090,Wewahitchka Special Reserve,SEMI-SWEET MEAD,2009.0,Enoferm ICV-D47,Enoferm ICV-D47,Lallemand,,,36.0,90
1091,Two Cherry Tupelo Mead,Fruit Mead,2009.0,Lalvin 71B,Lalvin 71B,,,,,637
1092,Eric’s Mead,FRUIT MEAD,2009.0,Lalvin 71B Narbonne,Lalvin 71B Narbonne,,,70.0,65.0,220
1093,Jeff’s Common Cider,STANDARD CIDER & PERRY,2009.0,Premier Cuvee Yeast,Premier Cuvee Yeast,,5.0 g,55.0,50.0,150
1094,Gary’s Cider,NEW ENGLAND CIDER,2009.0,Cotes de Blanc,Cotes de Blanc,,,64.0,64.0,210
1095,Billy Bob Mississippi Lager,AMERICAN LAGER,2008.0,Wyeast No. 2007 Pilsen lager yeast,Wyeast No. 2007 Pilsen lager yeast,Wyeast,2007,50.0,35.0,42
1096,Liquid Sunshine,CZECH / BOHO PILS,2008.0,Bohemian Pils lager yeast,Bohemian Pils lager yeast,Wyeast,,45.0,45.0,74
1097,Jim’s Vienna,AMBER LAGER,2008.0,WLP 830 German lager yeast,WLP 830 German lager yeast,White Labs,,48.0,42.0,70
1098,Eric’s Munich Dunkel,DARK LAGER,2008.0,German lager yeast,German lager yeast,Wyeast,2206,53.0,34.0,43
1099,Dave’s Bock,BOCK,2008.0,Wyeast No. 2206 Bavarian lager yeast,Wyeast No. 2206 Bavarian lager yeast,,2206,48.0,32.0,70
1100,Kari’s Cream Ale,CREAM ALE,2008.0,California ale yeast,Chico/US-05 (American Ale),White Labs,WLP001,64.0,,12
1101,SummersALT,ALTBIER,2008.0,No. 1056 American ale yeast,No. 1056 American ale yeast,Wyeast,,60.0,60.0,18
1102,Kevin’s Standard Bitter,ENGLISH PALE ALE,2008.0,London ale III,London ale III,Wyeast,1318,68.0,68.0,22
1103,"If It Ain’t Scottish, It’s Crap!",AMBER ALE,2008.0,Edinburgh ale yeast,Scottish Ale,White Labs,WLP028,67.0,67.0,57
1104,Lara Pale Ale (2008),AMERICAN PALE ALE,2008.0,English ale yeast,English ale yeast,,,68.0,67.0,28
1105,Nutty Professor Ale,BROWN ALE,2008.0,British ale yeast,British ale yeast,Wyeast,1098,68.0,,9
1106,Paul’s Robust Porter,BALTIC PORTER,2008.0,California ale yeast,Chico/US-05 (American Ale),White Labs,WLP001,68.0,,14
1107,Fostag Stout,AMERICAN STOUT,2008.0,California ale yeast,Chico/US-05 (American Ale),White Labs,WLP001,68.0,65.0,10
1108,Pliny the Elder Clone,AMERICAN IPA,2008.0,Safale VS-05,Safale VS-05,,,64.0,64.0,19
1109,England-Weizen,HEFEWEIZEN,2008.0,WLP380 Hefeweizen IV ale yeast,WLP380 Hefeweizen IV ale yeast,White Labs,WLP380,68.0,,10
1110,100% Brettanomyces,BELGIAN ALE,2008.0,Wyeast B. bruxellensis,Wyeast B. bruxellensis,,,65.0,,45
1111,Kristen’s Berliner Weisse,BERLINER WEISSE,2008.0,Pannonhalma-Sokor\u00f3alja vad szolo yeast,Pannonhalma-Sokor\u00f3alja vad szolo yeast,,,86.0,,3
1112,Have a Nice Tripel,BELGIAN ALE,2008.0,Wyeast No. 1214 Belgian ale yeast,Wyeast No. 1214 Belgian ale yeast,Wyeast,No. 1214,66.0,70.0,28
1113,Cheap Leather Jackety Barley Wine,BARLEYWINE,2008.0,Pisgah Brewery ale yeast slurry,Pisgah Brewery ale yeast slurry,,,70.0,70.0,40
1114,It’s All Mine So Keep Back Berliner Weisse,BERLINER WEISSE,2008.0,Wyeast No. 3191 Berliner Weisse ale yeast blend,Wyeast No. 3191 Berliner Weisse ale yeast blend,Wyeast,3191,70.0,70.0,55
1115,Paul’s American Wheat Ale with Lemon,AMERICAN WHEAT,2008.0,American Wheat ale yeast,American Wheat ale yeast,Wyeast,No. 1010,66.0,66.0,23
1116,Burnin’ Down the House,BOCK,2008.0,WLP380 Hefeweizen IV ale yeast,WLP380 Hefeweizen IV ale yeast,White Labs,WLP380,64.0,,0
1117,Ben Franklin’s Ale,HISTORICAL BEER,2008.0,English ale yeast,English ale yeast,White Labs,WLP002,72.0,,0
1118,Brewer Brian’s Orange Blossom Mead aka Batch #93 1/2,SEMI-SWEET MEAD,2008.0,Wyeast No 2206 Bavarian lager yeast,Wyeast No 2206 Bavarian lager yeast,Wyeast,2206,72.0,72.0,82
1120,Not Mary Ann,HERB & SPICE MEAD,2008.0,71B1122,71B1122,,,,,0
1121,Westside Cider,STANDARD CIDER & PERRY,2008.0,Wyeast No. 4166 Cider yeast,Wyeast No. 4166 Cider yeast,Wyeast,4166,60.0,50.0,141
1122,Cheater’s Cherries,FRUIT CIDER & PERRY,2008.0,Lalvin 71B Narbonne,Lalvin 71B Narbonne,Lalvin,71B Narbonne,,,0
1123,Kristen and Orsolya’s Munich Helles,HELLES,2007.0,Wyeast No. 2308 Munich lager yeast,Wyeast No. 2308 Munich lager yeast,Wyeast,2308,50.0,60.0,31
1124,Greg and Liz’s Pilsner,PILSNER,2007.0,San Francisco lager yeast,San Francisco lager yeast,White Labs,WLP810,57.0,57.0,33
1125,Saison d’Ete,BELGIAN ALE,2007.0,WLP 565 Saison ale yeast,WLP 565 Saison ale yeast,White Labs,WLP 565,70.0,70.0,23
1126,Jamil’s Flanders Red,FLANDERS RED,2007.0,California ale yeast,California ale yeast,,,,,0
1127,John5s Belgian Dark Strong,BELGIAN ALE,2007.0,WLP 500 Trappist ale yeast,WLP 500 Trappist ale yeast,White Labs,WLP500,70.0,70.0,47
1128,Old Blood & Guys – California,BARLEYWINE,2007.0,California ale yeast,California ale yeast,White Labs,WLP 001,70.0,70.0,26
1129,Summer Breeze,AMERICAN WHEAT,2007.0,WLP 320 American Hefeweizen ale yeast,WLP 320 American Hefeweizen ale yeast,White Labs,WLP 320,68.0,,8
1130,Mild Jalape,AMBER ALE,2007.0,WLP 007 Dry English ale yeast,WLP 007 Dry English ale yeast,White Labs,WLP007,65.0,65.0,21
1131,Dare to Roeselare,FLANDERS RED,2007.0,Wyeast No. 3763 Roeselare blend yeast,Wyeast No. 3763 Roeselare blend yeast,Wyeast,3763,69.0,69.0,530
1132,Richard’s Chipotle Pepper Bock,BOCK,2007.0,Bavarian lager yeast,Bavarian lager yeast,Wyeast,2206,,,0
1133,Orange Blossom Mead,SEMI-SWEET MEAD,2007.0,Lalvin D-47,Lalvin D-47,,,64.0,64.0,100
1134,Chateau Fletty Barrel Select,FRUIT MEAD,2007.0,Rudesheimer wine yeast,Rudesheimer wine yeast,Wyeast,3783,68.0,68.0,94
1135,Mixed Breed Beauty,HERB & SPICE MEAD,2007.0,Prise de Mousse,Prise de Mousse,,10 g,,,0
1136,Joseph’s English Cider,ENGLISH CIDER,2007.0,Premier Cuvee,Premier Cuvee,,,,,0
1138,Champagne Lager,AMERICAN LAGER,2006.0,California lager yeast,California lager yeast,Wyeast,No. 2112,62.0,68.0,17
1139,Drei Liebchen Deutsche Pils,GERMAN PILSNER,2006.0,WLP 802 Czech Budejovice lager yeast,WLP 802 Czech Budejovice lager yeast,White Labs,,50.0,40.0,46
1140,Oface Ofest,OKTOBERFEST,2006.0,WLP 833 German Bock lager,WLP 833 German Bock lager,White Labs,WLP 833,,,0
1141,Jonathon’s Dark Lager,DARK LAGER,2006.0,WLP 833 German Bock lager,WLP 833 German Bock lager,White Labs,,56.0,40.0,35
1142,Dominator,BOCK,2006.0,Wyeast No. 2206 Bavarian lager yeast,Wyeast No. 2206 Bavarian lager yeast,Wyeast,2206,50.0,40.0,51
1143,Ted’s Cream Ale,CREAM ALE,2006.0,No. 2112 California Lager,No. 2112 California Lager,Wyeast,,55.0,32.0,150
1144,Bob’s Bitter,ENGLISH PALE ALE,2006.0,Wyeast No. 1099 Whitbread ale yeast starter,Wyeast No. 1099 Whitbread ale yeast starter,,1099,70.0,68.0,21
1145,Sand Hill Scottie,AMBER ALE,2006.0,Scottish ale yeast,Scottish Ale,Wyeast,1728,68.0,,21
1146,Drunk Monk Pale Ale,AMERICAN PALE ALE,2006.0,English ale yeast,English ale yeast,White Labs,WLP 002,65.0,65.0,18
1147,Nut Brown,BROWN ALE,2006.0,London ale yeast III,London ale yeast III,Wyeast,1318,,,14
1148,Greg and Liz’s Baltic Porter,BALTIC PORTER,2006.0,WLP 810 San Francisco lager yeast,WLP 810 San Francisco lager yeast,White Labs,,68.0,68.0,39
1149,RIS,IMPERIAL STOUT,2006.0,Scottish ale yeast,Scottish ale yeast,Wyeast,No. 1728,,,0
1150,Chicken Creek IPA,AMERICAN IPA,2006.0,London ESB ale yeast,London ESB ale yeast,Wyeast,No. 1968,68.0,68.0,12
1151,Peter Nelson’s RoggenBier,ROGGENBIER,2006.0,WLP300 Hefeweizen ale yeast,WLP300 Hefeweizen ale yeast,White Labs,,66.0,66.0,20
1152,Tyce’s Wit,BELGIAN ALE,2006.0,WLP 400 Belgian Wit ale yeast,WLP 400 Belgian Wit ale yeast,White Labs,,,,0
1153,Throwing the Dice Again!,BELGIAN ALE,2006.0,Airborne yeast,Airborne yeast,,,,,0
1154,Jamil’s Belgian Strong Dark Ale,BELGIAN ALE,2006.0,Belgian Golden ale yeast,Belgian Golden ale yeast,White Labs,WLP 570,,,0
1155,Jeff’s Old ale,OLD ALE,2006.0,WLP 010 10-year anniversary blend,WLP 010 10-year anniversary blend,White Labs,WLP010,72.0,33.0,261
1156,Blackberry & Cream,FRUIT BEER,2006.0,Wyeast No. 1056 Chico ale yeast starter,Chico/US-05 (American Ale),Wyeast,1056,65.0,68.0,30
1157,Vanilla Cream Stout,SPICE & HERB BEER,2006.0,Wyeast No. 1056 Chico ale yeast,Wyeast No. 1056 Chico ale yeast,Wyeast,,64.0,45.0,37
1158,Jamil’s Classic Rauchbier,RAUCHBIER,2006.0,WLP 838 Southern German lager yeast,WLP 838 Southern German lager yeast,White Labs,WLP 838,,,0
1159,Garden Gruit,HISTORICAL BEER,2006.0,White Labs WLP 005 British ale yeast,White Labs WLP 005 British ale yeast,White Labs,WLP 005,72.0,72.0,13
1161,Summer Berry III,FRUIT MEAD,2006.0,Lalvin 1K-1114,Lalvin 1K-1114,,,68.0,68.0,132
1162,Spruce Tip Love Juice,HERB & SPICE MEAD,2006.0,Sweet Mead yeast,Sweet Mead yeast,,,60.0,60.0,210
1163,Peach Ridge Cider,FRENCH CIDER,2006.0,Premier Cuvee,Premier Cuvee,,,45.0,34.0,74
1164,Spiced Cider,SPECIALTY CIDER & PERRY,2006.0,Cote de Blanc,Cote de Blanc,,,70.0,70.0,14
1165,Golden Era Lager,PILSNER,2005.0,Wyeast No. 2124 Bohemian lager yeast,Wyeast No. 2124 Bohemian lager yeast,,2124,50.0,45.0,28
1166,Little Vienna,AMBER LAGER,2005.0,lager yeast,lager yeast,,,52.0,,14
1167,Heilige Helles,BOCK,2005.0,Wyeast No. 2278 Czech Pilsner lager yeast,Wyeast No. 2278 Czech Pilsner lager yeast,Wyeast,2278,50.0,35.0,386
1168,Summer Kölsch,HYBRID BEER,2005.0,No. 2112 California Lager,No. 2112 California Lager,Wyeast,,63.0,,10
1169,Ed’s Alt,ALTBIER,2005.0,Wyeast No. 1007 German ale yeast,Wyeast No. 1007 German ale yeast,Wyeast,1007,65.0,60.0,14
1170,True Brit,ENGLISH PALE ALE,2005.0,London ale yeast,London ale yeast,Wyeast,1028,68.0,68.0,14
1171,Curt and Kathy’s Scottish 60/-,AMBER ALE,2005.0,Scottish ale yeast (Wyeast No. 1728),Scottish Ale,Wyeast,1728,65.0,68.0,18
1172,Screaming Viking Pale Ale,AMERICAN PALE ALE,2005.0,American ale yeast,Chico/US-05 (American Ale),Wyeast,1056,64.0,64.0,49
