recipe_id,recipe_title,style,year,Ca_ppm,Mg_ppm,Na_ppm,Cl_ppm,SO4_ppm,HCO3_ppm,water_description,SO4_Cl_ratio
1328,Buckwheat Mead,STANDARD MEAD,2018.0,,,,,,,Crystal Geyser water with added salts,
1329,"Yeah, It’s Dumb. So What? Cyser",CYSER / APPLE MEAD,2018.0,,,,,,,,
1330,Pepper Mead,EXPERIMENTAL MEAD,2018.0,,,,,,,,
1331,Fogweaver Traditional Mead,STANDARD MEAD,2018.0,,,,,,,Distilled water,
1332,Purple Power Cherry & Black Currant Melomel,FRUIT MEAD,2018.0,,,,,,,Water to 5 gallons,
1333,Champagne De Guimauve Mead,SEMI-SWEET MEAD,2018.0,,,,,,,Bottled spring water,
1334,Scott’s Cherry Mead,FRUIT MEAD,2018.0,,,,,,,Reverse osmosis water,
1335,Ode to Jadwiga Mead,HISTORICAL MEAD,2018.0,,,,,,,"A small amount of water for yeast rehydration, and additional water during fermentation, oak, as described in directions.",
1336,Tej (Ethiopian-style mead),HERB & SPICE MEAD,2016.0,,,,,,,,
1337,Le Pomme 1,STANDARD MEAD,2017.0,,,,,,,Filtered St. Paul water,
1338,Little Dark Heart,FRUIT MEAD,2017.0,,,,,,,,
1339,An Uncommon Disaster,EXPERIMENTAL MEAD,2017.0,,,,,,,,
1340,Moonlight Meadery Desire Melomel,BERRY MEAD,,,,,,,,,
1341,Castle Bochet Mead,EXPERIMENTAL MEAD,2008.0,,,,,,,,
1342,Buckwheat Buffalo Traditional Mead,STANDARD MEAD,2016.0,,,,,,,,
1343,Holy Cacao Specialty Mead,EXPERIMENTAL MEAD,2016.0,,,,,,,"Carbon filtered water, total 2.5 gallons for initial mix and 4 gallons total yield",
1344,Limey Bastard Melomel,FRUIT MEAD,2016.0,,,,,,,Artesian well water,
1345,Blueberry Mead,Semi-Sweet Mead,2015.0,,,,,,,Reverse osmosis water adding to honey to reach 5.5 gallons,
1346,Plum Crazy,FRUIT MEAD,2015.0,,,,,,,,
1347,Damage Control,EXPORERIMENTAL MEAD,2015.0,,,,,,,3 gallons (11.36 L) water,
1348,Tradition Dry Varietal Mead,DRY MEAD,,,,,,,,Water,
1349,Dry Nutmeg Mead,HERB & SPICE MEAD,2014.0,,,,,,,Water used to make about 5 gallons of mead,
1350,Super Berry Melomel,FRUIT MEAD,2005.0,,,,,,,Water including fruit juice and water used for dilution,
1351,Brewer Brian’s Orange Blossom Mead,STANDARD MEAD,,,,,,,,,
1352,Sweetness of the Holy Fire,,2005.0,,,,,,,5 gallons (19 L) water,
1353,Veronica’s Sweet & Sultry Cyser,CYSER / APPLE MEAD,2002.0,,,,,,,Cider and honey mixture,
1354,Sparkling Ginger Mead,HERB & SPICE MEAD,2011.0,,,,,,,,
1355,It’s My First Mead,STANDARD MEAD,1994.0,,,,,,,,
1356,Cherry Mead,FRUIT MEAD,2003.0,,,,,,,"Top-up water to 5.5 gallons, no explicit mineral profile specified.",
1357,Norman French Cider,STANDARD CIDER & PERRY,2023.0,,,,,,,"French Cider Apple Juice Blend: Frequin Rouge, Muscadet de Dieppe & Binet Rouge",
1358,Fight Fire with Fire Cider,SPECIALTY CIDER & PERRY,2023.0,,,,,,,,
1359,Cinco de Mango Cider,FRUIT CIDER & PERRY,2022.0,,,,,,,distilled water,
1360,Bobbing For Medals New World Cider,NEW WORLD CIDER,2022.0,,,,,,,,
1361,Sacrilege Sour Cherry Cider,SPICED CIDER & PERRY,2022.0,,,,,,,,
1362,Easy Peasy Apple Squeezy,STANDARD CIDER & PERRY,2021.0,,,,,,,Apple juice used as fermentation substrate,
1363,California-style Fire Cider/Cidre de Feu,SPECIALTY CIDER & PERRY,2021.0,,,,,,,,
1364,PrimeTime Perry,NEW WORLD CIDER,2021.0,,,,,,,,
1365,TNT Cider,SPICED CIDER & PERRY,,,,,,,,,
1366,Passionfruit Cider,FRUIT CIDER & PERRY,2019.0,,,,,,,Apple juice used as fermentable base,
1367,Alpine Apple Cider,NEW WORLD CIDER,2019.0,,,,,,,,
1368,Apple Pie Cider,FRUIT CIDER & PERRY,2019.0,,,,,,,,
1369,Sorry for Perrying,STANDARD CIDER & PERRY,2019.0,,,,,,,,
1370,Nathan’s Ice Cider,SPECIALTY CIDER & PERRY,2019.0,,,,,,,,
1371,Plum Crazy Cider,FRUIT CIDER & PERRY,2018.0,,,,,,,Apple juice as base water,
1372,Road Trip Hard Cider,NEW ENGLAND CIDER,2018.0,,,,,,,,
1373,Jeremy’s New England Cider,NEW ENGLAND CIDER,2018.0,,,,,,,,
1374,Windfall Cider,STANDARD CIDER & PERRY,2018.0,,,,,,,,
1375,Nathan’s 2016 Ice Cider,ICE CIDER,2018.0,,,,,,,,
1376,Westside Traditional,STANDARD CIDER & PERRY,2017.0,,,,,,,,
1377,Bobbing for Medals,NEW ENGLAND CIDER,2017.0,,,,,,,,
1378,Heather’s Perry,STANDARD CIDER & PERRY,2016.0,,,,,,,,
1379,Westside Sweet Heat,NEW ENGLAND CIDER,2016.0,,,,,,,,
1380,Brett’s Common Cider,STANDARD CIDER & PERRY,2015.0,,,,,,,,
1381,Ice Cider,ICE CIDER,2015.0,,,,,,,,
1382,Can’t Wait To See Where This Gueuze,GUEUZE,2023.0,308.5,,120.25000000000001,391.0666666666667,464.75,,RO water adjusted with minerals,1.188416297306512
1383,Sticky Fingers Saison,SAISON,2022.0,,,,,,,,
1384,Pinot Grigio Oenobeer: Italian Grape Ale,FRUIT BEER,2021.0,,,,,,,Tap water treated with Campden tablet to remove chloramine and phosphoric acid to start at pH 6.,
1385,Jazz Flute Norwegian Kveik Farmhouse,FARMHOUSE BEER,2018.0,19.0,2.0,15.0,15.0,15.0,23.0,Target water profile with specified minerals,1.0
1386,Lao Kang’s Cream Ale,CREAM ALE,2002.0,,,,,,,,
1387,Kristen and Orsolya’s Scottish Light 60/-,AMBER ALE,2007.0,,,,,,,,
1388,Amarillo Pale Ale,AMERICAN PALE ALE,2007.0,,,,,,,,
1389,Jamil’s Brown Ale,BROWN ALE,2007.0,,,,,,,,
1390,BJ’s Robust Porter,BALTIC PORTER,2007.0,,,,,,,,
1391,Leap Second Imperial Stout,IMPERIAL STOUT,2007.0,,,,,,,,
1392,Longbrook IPA,AMERICAN IPA,2007.0,,,,,,,,
1393,Jon’s American Lager,,2005.0,,,,,,,,
1394,Let the Schwarz Be With You!,,,,,,,,,,
