,style,beer_name,final_results,url,category
257,GERMAN PILSNER,Mitte Flüsse Pils,"['ABV: 4.80%', 'IBU: 35.8', 'SRM: 3.2']",https://www.homebrewersassociation.org/homebrew-recipe/mitte-flusse-pils/,All-Grain
258,AMBER LAGER,Viva! Vienna!,"['ABV: 4.70%', 'IBU: 22', 'SRM: 9']",https://www.homebrewersassociation.org/homebrew-recipe/viva-vienna/,All-Grain
259,BOCK,Big & Beautiful Bock,"['ABV: 10.20%', 'IBU: 18', 'FG: 1.032']",https://www.homebrewersassociation.org/homebrew-recipe/big-beautiful-bock/,All-Grain
260,BOCK,Winter Wave Weizenbock,"['ABV: 8.90%', 'IBU: 24.4', 'SRM: 23']",https://www.homebrewersassociation.org/homebrew-recipe/winter-wave-weizenbock/,All-Grain
261,BELGIAN ALE,Zon Saison,"['ABV: 5.50%', 'IBU: 27', 'SRM: 3.2']",https://www.homebrewersassociation.org/homebrew-recipe/zon-saison/,All-Grain
262,AMBER ALE,“Don’t Look Up…” Scottish Ale,"['ABV: 8.90%', 'IBU: 22', 'SRM: 18']",https://www.homebrewersassociation.org/homebrew-recipe/dont-look-up-scottish-ale/,All-Grain
263,AMBER ALE,Hoppy New Year Amber Ale,"['ABV: 5.70%', 'IBU: 65.3', 'SRM: 12.3']",https://www.homebrewersassociation.org/homebrew-recipe/hoppy-new-year-amber-ale/,All-Grain
264,AMERICAN PALE ALE,Wharf Busker Pale Ale,"['ABV: 5.10%', 'IBU: 50', 'SRM: 3.82']",https://www.homebrewersassociation.org/homebrew-recipe/wharf-busker-pale-ale/,All-Grain
265,BROWN ALE,Mike Dawson’s Wild Rice Mild,"['ABV: 4.10%', 'IBU: 14.8', 'SRM: 23.4']",https://www.homebrewersassociation.org/homebrew-recipe/mike-dawsons-wild-rice-mild/,All-Grain
266,AMERICAN IPA,Veteran’s Day IPA,"['ABV: 5.46% by volume', 'IBU: 81', 'FG: 1.012']",https://www.homebrewersassociation.org/homebrew-recipe/veterans-day-ipa/,All-Grain
267,BELGIAN ALE,Ben’s Belgian Pale Ale,"['ABV: 5% by volume', 'IBU: 33.2', 'SRM: 8.8']",https://www.homebrewersassociation.org/homebrew-recipe/bens-belgian/,All-Grain
268,BARLEYWINE,“I See London” English Barleywine,"['ABV: 9.30%', 'IBU: 43', 'SRM: 18']",https://www.homebrewersassociation.org/homebrew-recipe/i-see-london-english-barleywine/,All-Grain
269,BELGIAN ALE,Nuetnigenough Belgian Golden Strong,"['ABV: 8.9% by volume', 'IBU: 27', 'SRM: 3.3']",https://www.homebrewersassociation.org/homebrew-recipe/nuetnigenough-belgian-golden-strong/,All-Grain
270,SOUR ALE,Gose with Everything,"['ABV: 4.80%', 'OG: 1.047', 'FG: 1.013']",https://www.homebrewersassociation.org/homebrew-recipe/gose-with-everything/,All-Grain
271,HAZY / NEW ENGLAND IPA,“Do You Even Haze Bro?” New England IPA,"['ABV: 5.50%', 'SRM: 5.1', 'OG: 1.044']",https://www.homebrewersassociation.org/homebrew-recipe/do-you-even-haze-bro-new-england-ipa/,All-Grain
272,AMBER LAGER,Kaffee Vienna Lager,"['ABV: 5.40%', 'IBU: 21', 'SRM: 12']",https://www.homebrewersassociation.org/homebrew-recipe/kaffee-vienna-lager/,All-Grain
273,IMPERIAL STOUT,Mill ’em All Imperial Stout,"['ABV: 9.80%', 'IBU: 78', 'SRM: 65']",https://www.homebrewersassociation.org/homebrew-recipe/mill-em-all-imperial-stout/,All-Grain
274,BOCK,Barrel-Aged Mark of the Beast Doppelbock,"['ABV: 10%', 'IBU: 22', 'SRM: 18']",https://www.homebrewersassociation.org/homebrew-recipe/barrel-aged-mark-of-the-beast-doppelbock/,All-Grain
275,FRUIT BEER,Sour Blonde Ale with Blackberries and Raspberries,"['ABV: 5.1% by volume', 'IBU: 1', 'SRM: 14.6']",https://www.homebrewersassociation.org/homebrew-recipe/sour-blonde-ale-with-blackberries-and-raspberries/,All-Grain
276,HISTORICAL BEER,“The Void” Kutbier,"['ABV: 5.50%', 'IBU: 27', 'SRM: 5']",https://www.homebrewersassociation.org/homebrew-recipe/the-void-kutbier/,All-Grain
277,CHOCOLATE BEER,Belgian Dip Chocolate Stout,"['SRM: 45', 'OG: 1.072']",https://www.homebrewersassociation.org/homebrew-recipe/belgian-dip-chocolate-stout/,All-Grain
278,WHEAT & RYE BEER,Choco Red Rye Wedding Ale,"['ABV: 5.50%', 'IBU: 32', 'SRM: 14']",https://www.homebrewersassociation.org/homebrew-recipe/choco-red-rye-wedding-ale/,All-Grain
279,HAZY / NEW ENGLAND IPA,Four-Two-Oh NEIPA,"['ABV: 8.2% by volume', 'IBU: 84', 'SRM: 5-6']",https://www.homebrewersassociation.org/homebrew-recipe/four-two-oh-neipa/,All-Grain
280,ENGLISH IPA,Briess RoastOat Red,"['ABV: 4.5% by volume', 'IBU: 20', 'SRM: 9']",https://www.homebrewersassociation.org/homebrew-recipe/briess-roastoat-red/,All-Grain
281,BELGIAN ALE,Saison de Liège 1851,"['ABV: 4% by volume', 'IBU: 40', 'SRM: 8']",https://www.homebrewersassociation.org/homebrew-recipe/saison-de-liege-1851/,All-Grain
282,HISTORICAL BEER,Luiks Beer 1690,"['ABV: 7.5% by volume', 'IBU: 45', 'SRM: 5']",https://www.homebrewersassociation.org/homebrew-recipe/luiks-beer-1690/,All-Grain
283,HISTORICAL BEER,Princesse Beer 1866,"['ABV: 4% by volume', 'IBU: 40', 'SRM: 8.6']",https://www.homebrewersassociation.org/homebrew-recipe/princesse-beer-1866/,All-Grain
284,HISTORICAL BEER,Bjørne Røthe’s Vossaøl,"['ABV: 10.4% by volume', 'SRM: 7', 'OG: 1.097 (23.1°P), estimated']",https://www.homebrewersassociation.org/homebrew-recipe/bjorne-rothes-vossaol/,All-Grain
285,HISTORICAL BEER,Terje Raftevold’s Kornøl,"['ABV: 7.5% by volume', 'SRM: 5', 'OG: 1.075 (18.2°P)']",https://www.homebrewersassociation.org/homebrew-recipe/terje-raftevolds-kornol/,All-Grain
286,AMERICAN LAGER,Joker’s #1 Light Lager,"['ABV: 4.20%', 'IBU: 12', 'SRM: 2']",https://www.homebrewersassociation.org/homebrew-recipe/jokers-1-light-lager/,All-Grain
287,HELLES,Old Helen Helles Exportbier,"['ABV: 5.30%', 'IBU: 28', 'SRM: 5']",https://www.homebrewersassociation.org/homebrew-recipe/old-helen-helles-exportbier/,All-Grain
288,GERMAN PILSNER,SunRaker German Pils,"['ABV: 5.10%', 'IBU: 48', 'SRM: 4.1']",https://www.homebrewersassociation.org/homebrew-recipe/sunraker-german-pils/,All-Grain
289,AMBER LAGER,Winnebago International Amber Lager,"['ABV: 5.60%', 'IBU: 31', 'SRM: 9.7']",https://www.homebrewersassociation.org/homebrew-recipe/winnebago-international-amber-lager/,All-Grain
290,DARK LAGER,May the Schwartz Be With You,"['ABV: 5.30%', 'IBU: 30', 'SRM: 28']",https://www.homebrewersassociation.org/homebrew-recipe/may-the-schwartz-be-with-you/,All-Grain
291,BALTIC PORTER,Odin’s Beard Baltic Porter,"['ABV: 8.70%', 'IBU: 43', 'SRM: 30']",https://www.homebrewersassociation.org/homebrew-recipe/odins-beard-baltic-porter/,All-Grain
292,HEFEWEIZEN,Bigfoot’s (D)elight Weissbier,"['ABV: 4.70%', 'IBU: 15', 'SRM: 4']",https://www.homebrewersassociation.org/homebrew-recipe/bigfoots-delight-weissbier/,All-Grain
293,ENGLISH PALE ALE,Craictastic Ordinary Bitter,"['ABV: 3.80%', 'IBU: 33', 'SRM: 8.3']",https://www.homebrewersassociation.org/homebrew-recipe/craictastic-ordinary-bitter/,All-Grain
294,AMBER ALE,Iowa Brewers Bevvy Scottish Light,"['ABV: 3.80%', 'IBU: 23', 'SRM: 18']",https://www.homebrewersassociation.org/homebrew-recipe/iowa-brewers-bevvy-scottish-light/,All-Grain
295,AMERICAN PALE ALE,Big Boi’s Booty Sweat American Pale Ale,"['ABV: 6.20%', 'IBU: 60', 'SRM: 6.5']",https://www.homebrewersassociation.org/homebrew-recipe/big-bois-booty-sweat-american-pale-ale/,All-Grain
296,AMBER ALE,Possibility and Promise Pacific Amber,"['ABV: 6.10%', 'IBU: 35', 'SRM: 11']",https://www.homebrewersassociation.org/homebrew-recipe/possibility-and-promise-pacific-amber/,All-Grain
297,ENGLISH PORTER,Sket English Porter,"['ABV: 4.70%', 'IBU: 30', 'SRM: 29']",https://www.homebrewersassociation.org/homebrew-recipe/sket-english-porter/,All-Grain
298,OATMEAL STOUT,Sticky Faucet Oatmeal Milk Stout,"['ABV: 5.50%', 'IBU: 40', 'SRM: 40']",https://www.homebrewersassociation.org/homebrew-recipe/sticky-faucet-oatmeal-milk-stout/,All-Grain
299,AMERICAN PORTER,Mid-Sember Knight’s Dream American Porter,"['ABV: 6%', 'IBU: 27', 'SRM: 38']",https://www.homebrewersassociation.org/homebrew-recipe/mid-sember-knights-dream-american-porter/,All-Grain
300,IMPERIAL STOUT,Four Tsarinas and Two Tsarovich’s Imperial Stout,"['ABV: 10.80%', 'IBU: 100', 'SRM: 80']",https://www.homebrewersassociation.org/homebrew-recipe/four-tsarinas-and-two-tsarovichs-imperial-stout/,All-Grain
301,AMERICAN IPA,Idaho Is One Giant Park IPA,"['ABV: 7.20%', 'IBU: 72', 'SRM: 5.2']",https://www.homebrewersassociation.org/homebrew-recipe/idaho-is-one-giant-park-ipa/,All-Grain
302,BELGIAN ALE,Summer Cloud Belgian IPA,"['ABV: 6%', 'IBU: 60', 'SRM: 5.6']",https://www.homebrewersassociation.org/homebrew-recipe/summer-cloud-belgian-ipa/,All-Grain
303,OLD ALE,Knauf’s Old Ale #46,"['ABV: 9.10%', 'IBU: 40', 'SRM: 18']",https://www.homebrewersassociation.org/homebrew-recipe/knaufs-old-ale-46/,All-Grain
304,BELGIAN ALE,Birra Corina Saison,"['ABV: 4.60%', 'IBU: 31', 'SRM: 3.7']",https://www.homebrewersassociation.org/homebrew-recipe/birra-corina-saison/,All-Grain
305,BELGIAN ALE,Four the Win (FTW) Belgian Dark Strong,"['ABV: 9%', 'IBU: 32', 'SRM: 25']",https://www.homebrewersassociation.org/homebrew-recipe/four-the-win-ftw-belgian-dark-strong/,All-Grain
306,BERLINER WEISSE,Trail Dog Berliner Bites,"['ABV: 2.70%', 'SRM: 3.5', 'OG: 1.032 (8°P)']",https://www.homebrewersassociation.org/homebrew-recipe/trail-dog-berliner-bites/,All-Grain
307,FRUIT BEER,Tropic Sun Sour,"['ABV: 6.30%', 'IBU: 10', 'FG: 1.010 (2.6°P)']",https://www.homebrewersassociation.org/homebrew-recipe/tropic-sun-sour/,All-Grain
308,IMPERIAL STOUT,Richard’s Brownie Batter Imperial Stout,"['ABV: 8.30%', 'IBU: 52', 'SRM: 40']",https://www.homebrewersassociation.org/homebrew-recipe/richards-brownie-batter-imperial-stout/,All-Grain
309,HISTORICAL BEER,Andrew’s Grodziskie,"['ABV: 2.90%', 'IBU: 27', 'SRM: 3.2']",https://www.homebrewersassociation.org/homebrew-recipe/andrews-grodziskie/,All-Grain
310,AMBER ALE,Blootered Bastart Barrel-aged Wee Heavy,"['ABV: 10%', 'IBU: 26', 'SRM: 24']",https://www.homebrewersassociation.org/homebrew-recipe/blootered-bastart-barrel-aged-wee-heavy/,All-Grain
311,FRUIT BEER,Catharina’s Passion Sour,"['ABV: 4%', 'IBU: 7', 'SRM: 2-3']",https://www.homebrewersassociation.org/homebrew-recipe/catharinas-passion-sour/,All-Grain
312,UK/US STRONG ALE,Onyris English Ryewine,"['ABV: 10.20%', 'IBU: 86', 'SRM: 26.5']",https://www.homebrewersassociation.org/homebrew-recipe/onyris-english-ryewine/,All-Grain
313,AMERICAN PALE ALE,Angie’s Bursting Citra II (AKA Juice),"['ABV: 6.30%', 'IBU: 70', 'SRM: 4.2']",https://www.homebrewersassociation.org/homebrew-recipe/angies-bursting-citra-ii-aka-juice/,All-Grain
314,MARZEN,Pickelhaube Festbier,"['ABV: 5.90%', 'IBU: 21', 'SRM: 4.1']",https://www.homebrewersassociation.org/homebrew-recipe/pickelhaube-festbier/,All-Grain
315,BERLINER WEISSE,Pucker Up Baby Berliner Weisse,"['ABV: 3%', 'IBU: 6', 'SRM: 3']",https://www.homebrewersassociation.org/homebrew-recipe/pucker-up-baby-berliner-weisse/,All-Grain
316,IPA,Three Floyds Brewing Zombie Dust IPA Clone,"['ABV: 6.20%', 'IBU: 77', 'SRM: 8']",https://www.homebrewersassociation.org/homebrew-recipe/three-floyds-brewing-zombie-dust-ipa-clone/,All-Grain
317,IPA,Cigar City Jai Alai IPA Classic Clone,"['ABV: 7.50%', 'IBU: 70', 'SRM: 10']",https://www.homebrewersassociation.org/homebrew-recipe/cigar-city-jai-alai-ipa-classic-clone/,All-Grain
318,AMBER ALE,Dragon of the Black Pool Experimental Beer,"['ABV: 4.2% by volume', 'IBU: 15', 'SRM: 17']",https://www.homebrewersassociation.org/homebrew-recipe/dragon-of-the-black-pool-experimental-beer/,All-Grain
319,CHOCOLATE BEER,Curse Stout,"['ABV: 6% by volume', 'IBU: 35', 'SRM: 32']",https://www.homebrewersassociation.org/homebrew-recipe/curse-stout/,All-Grain
320,HISTORICAL BEER,Boscos Famous Flaming Stone,"['ABV: 5.10%', 'IBU: 13', 'SRM: 5']",https://www.homebrewersassociation.org/homebrew-recipe/boscos-famous-flaming-stone/,All-Grain
321,BELGIAN ALE,Saison Capitale,"['ABV: 7.7% by volume', 'IBU: 40', 'SRM: 4']",https://www.homebrewersassociation.org/homebrew-recipe/saison-capitale/,All-Grain
322,FRUIT BEER,Tropicalia Catharina Sour,"['ABV: 5% by volume', 'IBU: 5', 'SRM: 3']",https://www.homebrewersassociation.org/homebrew-recipe/tropicalia-catharina-sour/,All-Grain
323,AMERICAN PORTER,Eubayanus Brown Porter,"['ABV: 3.70%', 'IBU: 29', 'SRM: 28']",https://www.homebrewersassociation.org/homebrew-recipe/eubayanus-brown-porter/,All-Grain
324,DARK LAGER,Austrian Expat Dark Mexican Lager,"['ABV: 5.20%', 'IBU: 28', 'SRM: 13']",https://www.homebrewersassociation.org/homebrew-recipe/austrian-expat-dark-mexican-lager/,All-Grain
325,HELLES,Probably the Best Beer in the…House,"['ABV: 4.6% by volume', 'IBU: 20', 'SRM: 3']",https://www.homebrewersassociation.org/homebrew-recipe/probably-the-best-beer-in-thehouse/,All-Grain
326,CZECH / BOHO PILS,Hobo BoHo Pilsner,"['ABV: 5.20%', 'IBU: 40', 'SRM: 3']",https://www.homebrewersassociation.org/homebrew-recipe/hobo-boho-pilsner/,All-Grain
327,BOCK,May the Bock Be with You,"['ABV: 7.4% by volume', 'IBU: 35 IBU (Tinseth)', 'SRM: 7.5 SRM (15 EBC)']",https://www.homebrewersassociation.org/homebrew-recipe/may-the-bock-be-with-you/,All-Grain
328,CZECH / BOHO PILS,Meister Groll Bohemian Pils,"['ABV: 4.8% by volume', 'IBU: 40 IBU (Tinseth)', 'SRM: 3 SRM (6 EBC)']",https://www.homebrewersassociation.org/homebrew-recipe/meister-groll-bohemian-pils/,All-Grain
329,CREAM ALE,Aspen Ridge Cream Ale,"['ABV: 5.4% by volume', 'IBU: 20', 'SRM: 4-5']",https://www.homebrewersassociation.org/homebrew-recipe/aspen-ridge-cream-ale/,All-Grain
330,HYBRID BEER,All-American Blonde Ale,"['ABV: 4.60%', 'IBU: 25', 'SRM: 3-4']",https://www.homebrewersassociation.org/homebrew-recipe/all-american-blonde-ale/,All-Grain
331,BELGIAN ALE,Trappist Tripel,"['ABV: 9.5% by volume', 'IBU: 35', 'SRM: 5']",https://www.homebrewersassociation.org/homebrew-recipe/trappist-tripel/,All-Grain
332,IRISH STOUT,Mt. Brandon Irish Stout,"['ABV: 4.70%', 'IBU: 32', 'SRM: 28']",https://www.homebrewersassociation.org/homebrew-recipe/mt-brandon-irish-stout/,All-Grain
333,HAZY / NEW ENGLAND IPA,Cranberries for Sal New England IPA,"['ABV: 7%', 'IBU: 58', 'SRM: 5']",https://www.homebrewersassociation.org/homebrew-recipe/cranberries-for-sal-new-england-ipa/,All-Grain
334,BROWN ALE,Aztec-style Brown Ale,"['ABV: 5%', 'IBU: 20']",https://www.homebrewersassociation.org/homebrew-recipe/aztec-style-brown-ale/,All-Grain
335,BARLEYWINE,Two Blue Dogs Barleywine,"['ABV: 10.20%', 'IBU: 90', 'FG: 1.022']",https://www.homebrewersassociation.org/homebrew-recipe/two-blue-dogs-barleywine/,All-Grain
336,BLONDE ALE,Trans-Atlantic Blonde Ale,"['ABV: 4.80%', 'IBU: 24', 'SRM: 4']",https://www.homebrewersassociation.org/homebrew-recipe/trans-atlantic-blonde-ale/,All-Grain
337,PORTER,Big Beach Brewing Co. King Cake Porter,"['ABV: 6.20%', 'IBU: 39', 'SRM: 32']",https://www.homebrewersassociation.org/homebrew-recipe/big-beach-brewing-co-king-cake-porter/,All-Grain
338,IPA,Jack o’Lupe IPA,"['ABV: 6.60%', 'IBU: 57', 'SRM: 9.89']",https://www.homebrewersassociation.org/homebrew-recipe/jack-olupe-ipa/,All-Grain
339,HELLES,Helicious Helles,"['ABV: 5%', 'IBU: 19.1', 'FG: 1.012']",https://www.homebrewersassociation.org/homebrew-recipe/helicious-helles/,All-Grain
340,OLD ALE,Fortis Exordium Strong English Ale,"['ABV: 8.60%', 'IBU: 32', 'SRM: 33']",https://www.homebrewersassociation.org/homebrew-recipe/fortis-exordium-strong-english-ale/,All-Grain
341,AMBER ALE,Oaked Wee Heavy,"['ABV: 8.20%', 'IBU: 22', 'SRM: 21']",https://www.homebrewersassociation.org/homebrew-recipe/oaked-wee-heavy/,All-Grain
342,AMBER ALE,Dad’s Red Ale,"['ABV: 7.30%', 'IBU: 44', 'SRM: 15']",https://www.homebrewersassociation.org/homebrew-recipe/dads-red-ale/,All-Grain
343,AMBER ALE,Mika Laitinen’s Sahti,"['ABV: 8%', 'SRM: 17', 'OG: 1.097 (23°P)']",https://www.homebrewersassociation.org/homebrew-recipe/mika-laitinens-sahti/,All-Grain
344,HEFEWEIZEN,Cane Toad Weisse,"['ABV: 5.70%', 'IBU: 13', 'SRM: 3']",https://www.homebrewersassociation.org/homebrew-recipe/cane-toad-weisse/,All-Grain
345,BELGIAN ALE,Chimay Dorée Clone,"['ABV: 4.60%', 'IBU: 20', 'SRM: 3']",https://www.homebrewersassociation.org/homebrew-recipe/chimay-doree-clone/,All-Grain
346,BALTIC PORTER,Big Timber Brewing Porter,"['ABV: 6.50%', 'IBU: 33', 'SRM: 28']",https://www.homebrewersassociation.org/homebrew-recipe/big-timber-brewing-porter/,All-Grain
347,BALTIC PORTER,Crow Peak Brewing Co. Pile ‘O Dirt Porter,"['ABV: 5.50%', 'IBU: 20', 'SRM: 35']",https://www.homebrewersassociation.org/homebrew-recipe/crow-peak-brewing-co-pile-o-dirt-porter/,All-Grain
348,HELLES,Earth Rider Brewery Precious Material Helles,"['ABV: 5.50%', 'IBU: 29', 'SRM: 3']",https://www.homebrewersassociation.org/homebrew-recipe/earth-rider-brewery-precious-material-helles/,All-Grain
349,BALTIC PORTER,Reuben’s Brews Robust Porter,"['ABV: 5.90%', 'IBU: 30', 'SRM: 28']",https://www.homebrewersassociation.org/homebrew-recipe/reubens-brews-robust-porter/,All-Grain
350,AMERICAN IPA,Whetstone Station Brewery Whetstoner Session IPA,"['ABV: 4.60%', 'IBU: 36', 'SRM: 4.8']",https://www.homebrewersassociation.org/homebrew-recipe/whetstone-station-brewery-whetstoner-session-ipa/,All-Grain
351,BIÈRE DE GARDE,Strangeways Brewing Martian Spring Biere de Mars,"['ABV: 6.20%', 'IBU: 40', 'FG: 1.013 (3.2)']",https://www.homebrewersassociation.org/homebrew-recipe/strangeways-brewing-martian-spring-biere-de-mars/,All-Grain
352,DARK LAGER,Red Rock Brewing Black Bier,"['ABV: 4%', 'IBU: 28', 'FG: 1.009 (2.3 P)']",https://www.homebrewersassociation.org/homebrew-recipe/red-rock-brewing-black-bier/,All-Grain
353,WHEAT & RYE BEER,Atlas Brew Works Rowdy Rye Ale,"['ABV: 6.20%', 'IBU: 50', 'SRM: 19']",https://www.homebrewersassociation.org/homebrew-recipe/atlas-brew-works-rowdy-rye-ale/,All-Grain
354,AMBER ALE,Jester King Brewery Figlet Farmhouse Amber Ale,"['ABV: 6.40%', 'IBU: 28', 'SRM: 8.5']",https://www.homebrewersassociation.org/homebrew-recipe/jester-king-brewery-figlet-farmhouse-amber-ale/,All-Grain
355,CREAM ALE,Roadhouse Brewing Co. Family Vacation Cream Ale,"['ABV: 4.90%', 'IBU: 11', 'SRM: 3']",https://www.homebrewersassociation.org/homebrew-recipe/roadhouse-brewing-co-family-vacation-cream-ale/,All-Grain
356,AMBER ALE,Tennessee Valley Brewing Co. DIVARTY Redlegs,"['ABV: 4.50%', 'IBU: 24.7', 'SRM: 14.1']",https://www.homebrewersassociation.org/homebrew-recipe/tennessee-valley-brewing-co-divarty-redlegs/,All-Grain
357,BERLINER WEISSE,IMBĪB Custom Brews Nevada Weisse,"['ABV: 3.80%', 'SRM: 2', 'OG: 1.035']",https://www.homebrewersassociation.org/homebrew-recipe/imbib-custom-brews-nevada-weisse/,All-Grain
358,AMERICAN PALE ALE,Biloxi Brewing Company Pale Ale,"['ABV: 5.20%', 'IBU: 37', 'FG: 1.009 (2.4 P)']",https://www.homebrewersassociation.org/homebrew-recipe/biloxi-brewing-company-pale-ale/,All-Grain
359,AMERICAN PORTER,Holy City Brewing Pluff Mud Porter,"['ABV: 5.50%', 'IBU: 21', 'SRM: 24']",https://www.homebrewersassociation.org/homebrew-recipe/holy-city-brewing-pluff-mud-porter/,All-Grain
360,HAZY / NEW ENGLAND IPA,Red Door Brewing Company New England IPA,"['ABV: 7.10%', 'IBU: 69', 'SRM: 4.3']",https://www.homebrewersassociation.org/homebrew-recipe/red-door-brewing-company-new-england-ipa/,All-Grain
361,BROWN ALE,Missouri Beer Company English Dark Mild,"['ABV: 4.20%', 'IBU: 15', 'SRM: 19']",https://www.homebrewersassociation.org/homebrew-recipe/missouri-beer-company-english-dark-mild/,All-Grain
362,HAZY / NEW ENGLAND IPA,Providence Brewing Company Battlecow Galacticose New England IPA,"['ABV: 8.10%', 'IBU: 70', 'SRM: 3.6']",https://www.homebrewersassociation.org/homebrew-recipe/providence-brewing-company-battlecow-galaticose-new-england-ipa/,All-Grain
363,BELGIAN ALE,River Horse Brewing Company Tripel Horse,"['ABV: 10%', 'IBU: 18', 'SRM: 5']",https://www.homebrewersassociation.org/homebrew-recipe/river-horse-brewing-company-tripel-horse/,All-Grain
364,AMERICAN IPA,Lupulin Brewing Straight Hash Homie IPA,"['ABV: 7.75%', 'IBU: 60', 'SRM: 5.5']",https://www.homebrewersassociation.org/homebrew-recipe/lupulin-brewing-straight-hash-homie-ipa/,All-Grain
365,DARK LAGER,Church Brew Works Pious Monk Dunkel,"['ABV: 5.50%', 'IBU: 26', 'SRM: 16.5']",https://www.homebrewersassociation.org/homebrew-recipe/church-brew-works-pious-monk-dunkel/,All-Grain
366,BELGIAN ALE,Henniker Brewing Co. Rustique Saison,"['ABV: 6.50%', 'IBU: 25', 'FG: 1.004']",https://www.homebrewersassociation.org/homebrew-recipe/henniker-brewing-co-rustique-saison/,All-Grain
367,FARMHOUSE BEER,Jolly Pumpkin Artisan Ales Bam Biére,"['ABV: 4.50%', 'IBU: 24', 'FG: 1.004-1.006 (1.0-1.5 P)']",https://www.homebrewersassociation.org/homebrew-recipe/jolly-pumpkin-artisan-ales-bam-biere/,All-Grain
368,IPA,Von Ebert Brewing Sabrage Brut IPA,"['ABV: 6.60%', 'IBU: 10', 'FG: 1']",https://www.homebrewersassociation.org/homebrew-recipe/von-ebert-brewing-sabrage-brut-ipa/,All-Grain
369,AMBER ALE,Boiler Brewing Co. Bobber’s Big Red Rye Pale Ale,"['ABV: 5.60%', 'IBU: 40', 'SRM: 12.5']",https://www.homebrewersassociation.org/homebrew-recipe/boiler-brewing-co-big-red-rye/,All-Grain
370,HAZY / NEW ENGLAND IPA,Bissel Brothers Brewing The Substance New England IPA,"['OG: 1.061', 'FG: 1.011']",https://www.homebrewersassociation.org/homebrew-recipe/bissel-brothers-brewing-the-substance-new-england-ipa/,All-Grain
371,AMBER ALE,Iron Monk Brewing Co. Velvet Antler Amber,"['ABV: 4.60%', 'IBU: 14']",https://www.homebrewersassociation.org/homebrew-recipe/iron-monk-brewing-co-velvet-antler-amber/,All-Grain
372,AMERICAN IPA,Fargo Brewing Company Wood Chipper IPA,"['ABV: 6.50%', 'IBU: 59', 'SRM: 4.5']",https://www.homebrewersassociation.org/homebrew-recipe/fargo-brewing-company-wood-chipper-ipa/,All-Grain
373,IMPERIAL STOUT,Seventh Son Brewing Co. Oubliette Russian Imperial Stout,"['ABV: 12%', 'IBU: 90', 'FG: 1.02']",https://www.homebrewersassociation.org/homebrew-recipe/seventh-son-brewing-co-oubliette-russian-imperial-stout/,All-Grain
